"CountryName","Region SUM","Metropolitan SUM","Core city SUM","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"Morocco","R552",NA,NA,1162.68293137211,1190.55831942857,1219.67518325471,1250.24167989118,1282.36529617178,1315.74731795173,1349.67463821893,1383.17396615634,1415.48953416963,1446.3157260592,1475.65882690139,1503.40441014509,1529.57058363819,1554.17482088228,1577.08084175286,1597.74085368308,1616.32530307612,1633.06381176785,1647.94162322247,1662.14598611267,1675.60231357857,1688.18941913195,1699.75466332862,1710.18994168563,1719.42464702778,1727.47800649554,1734.44063881361,1740.44953545414,1745.62078706625,1750.05696315138,1753.85739764795,1757.2028452309,1760.27536045593,1763.21819289347,1766.16648485527,1769.17219127139,1772.18916907206,1775.1196844024,1778.4857314677,1782.7451340981,1788.13880808172,1794.83495096568,1802.08103186122,1809.90584845876,1818.226112415,1826.90315209345,1835.77008066771,1844.77132708535,1853.83046167746,1862.87791572603,1871.82744868995,1880.57423323897,1888.99926083968,1897.01119651649
"Morocco","R551",NA,NA,1693.63896050126,1735.3016434598,1778.98561226016,1825.03522513813,1873.6566120236,1924.47043788271,1976.49688601257,2028.38846360913,2079.11993076775,2128.32426428749,2176.09417600108,2222.42938609411,2267.48379247805,2311.36988053545,2353.98057462851,2395.19266315663,2435.11005052788,2473.8949358138,2511.66987771477,2548.51807437444,2584.42600143089,2619.31297906993,2653.0520648325,2685.58720257022,2716.92342894204,2747.21119081532,2776.72088215689,2805.80628162018,2834.75037481932,2863.6282452808,2892.45985309739,2921.39769710861,2950.59828682683,2980.15489371353,3010.14745141121,3040.51309495483,3071.0144484749,3101.31396255232,3131.14879820863,3160.42074059489,3189.13753124239,3217.26885692616,3244.81387820304,3271.75963033989,3298.04464744358,3323.60000190409,3348.39967098365,3372.42630619044,3395.65211262892,3418.0664573525,3439.6164554425,3460.18374541431,3479.62179780194,3497.82773418336
"Morocco","R537",NA,NA,1125.29040300826,1152.97199181804,1181.99656671434,1212.59292676648,1244.89802916385,1278.65983549503,1313.2273343236,1347.70522224906,1381.41230767607,1414.10473244161,1445.84409629513,1476.63021332189,1506.56533662708,1535.72420393488,1564.03567187268,1591.41787598476,1617.93985261001,1643.70937032417,1668.80785978191,1693.29059963161,1717.14860399435,1740.32826745436,1762.74524669275,1784.3622967906,1805.18276421316,1825.30660911722,1844.91348711002,1864.23845639038,1883.46953872869,1902.65662124597,1921.81296586012,1941.03989610264,1960.44140028295,1980.07944997994,2000.00715483676,2020.1827460092,2040.44850582896,2060.58015915196,2080.40307006884,2099.85198250701,2118.93204010752,2137.62310210722,2155.92461076191,2173.82795202212,2191.29228661734,2208.27181755076,2224.74925475187,2240.71307150699,2256.14480028561,2271.03737632773,2285.35566174811,2299.02101461311,2311.93607757227,2324.03249597406
"Morocco","R546",NA,NA,1198.1845455663,1227.84577559513,1258.97433143016,1291.82098019221,1326.54013840379,1362.87307081099,1400.13667649577,1437.38962578565,1473.91939344892,1509.47939123879,1544.1488121367,1577.95530566601,1611.02844137277,1643.4609565063,1675.18928310906,1706.23877831785,1736.65345569991,1766.51314848204,1795.91747829185,1824.65683423822,1852.73399397793,1880.10493305944,1906.69340892958,1932.47499013033,1957.4703195986,1981.80629185532,2005.69850265965,2029.42567533756,2053.20480547781,2077.07640575286,2101.04054453203,2125.19250595562,2149.62952308699,2174.40146496092,2199.54674576877,2224.9973695747,2250.5548614961,2275.9439588381,2300.84136610075,2325.05399846172,2348.53674670236,2371.22918978761,2393.29776683268,2414.72377827431,2435.47341198078,2455.51843857245,2474.87325085754,2493.5350052487,2511.49672572263,2528.76457712398,2545.31198627704,2561.06017625686,2575.90930172789,2589.79093703044
"Morocco","R540",NA,NA,847.302532812162,868.630283684692,891.066959441653,914.803774966408,939.966717783518,966.391845729758,993.61612975424,1020.99798744926,1048.05990357929,1074.65520676469,1100.86809957257,1126.77670045073,1152.519961612,1178.19807543585,1203.7890125236,1229.5605367014,1255.51167890275,1281.65149889906,1308.005769307,1334.03228198221,1359.73469983526,1385.08038965082,1410.01043268493,1434.5013711814,1458.56067369324,1482.27281402862,1505.78719964581,1529.29966119394,1552.96394351296,1576.80121215435,1600.79865739731,1625.01860928587,1649.52878895439,1674.36480208392,1699.55762675404,1725.06015265004,1750.72730784706,1776.35644763382,1801.21538142513,1825.0738959437,1847.80141031445,1869.2660083564,1889.87785112252,1909.62612189685,1928.5010376514,1946.51737091741,1963.74578249626,1980.20448709452,1995.91140630221,2010.89624100955,2025.16057465334,2038.6579241168,2051.32421399322,2063.11892679235
"Morocco","R541",NA,NA,1021.47660995002,1046.60443066178,1072.95134012715,1100.72502953152,1130.04982106332,1160.69692814321,1192.07539846826,1223.37252495418,1253.96995941308,1283.64634084429,1312.45758610542,1340.40352643331,1367.57698156141,1394.0457942767,1419.74538454647,1444.60144032957,1468.67662900968,1492.06877696041,1514.85180244221,1537.07588436552,1558.73286584467,1579.7740868376,1600.12298512779,1619.74575183054,1638.64542468256,1656.91274200509,1674.71078525709,1692.2529273167,1709.70984398469,1727.12682004011,1744.51589392111,1761.96904154538,1779.58065776911,1797.40699697621,1815.49626917368,1833.81055890678,1852.20669876846,1870.48110414337,1888.47525017766,1906.12990100508,1923.44972573949,1940.41644170613,1957.02954261554,1973.28120910835,1989.13436954557,2004.5474519375,2019.50476131103,2033.99583435075,2048.00390725025,2061.52256700977,2074.51991739364,2086.92457158868,2098.64815395777,2109.62861591547
"Morocco","R548",NA,NA,1435.96679270451,1471.29086744458,1508.32870728755,1547.37227941351,1588.59635290914,1631.67930520634,1675.79039003562,1719.78712368873,1762.80024743229,1804.51857739477,1845.02072012467,1884.30643837887,1922.50621586462,1959.71542430978,1995.8432786865,2030.78531294795,2064.62962336679,2097.51373186235,2129.54155091422,2160.78362080536,2191.22847478572,2220.8077077603,2249.41369044088,2276.9988951256,2303.56759219034,2329.24733934406,2354.26739250635,2378.92770604181,2403.4682118097,2427.95257004296,2452.39770408301,2476.93291142157,2501.69089003488,2526.75072095762,2552.18017663653,2577.92595645422,2603.7867991774,2629.47651054149,2654.77224019073,2679.59071579558,2703.93850108192,2727.78989471347,2751.14418496092,2773.99037956045,2796.2763641102,2817.94369772551,2838.97031679772,2859.34151225437,2879.03371794712,2898.03791863802,2916.30927538039,2933.7474343412,2950.22815921494,2965.66422362036
"Morocco","R550",NA,NA,830.39197743266,850.941323325125,872.506322979763,895.260579991343,919.310921364856,944.477884062995,970.287856814907,996.088340159267,1021.38562254186,1046.00916994693,1070.01350292275,1093.41833871033,1116.31520997321,1138.77080745759,1160.73666937903,1182.23912839307,1203.31813984087,1224.03548302752,1244.41373472338,1264.39517421031,1283.96527564413,1303.07623502779,1321.65730672371,1339.67313376369,1357.11902333945,1374.06311928678,1390.63377883123,1407.00111790602,1423.40046502181,1439.95102531559,1456.6366241838,1473.50706620185,1490.61398160392,1507.97702679388,1525.60905635929,1543.45042157092,1561.35229313021,1579.11383248312,1596.58307739119,1613.56375887262,1630.02091535811,1645.91089528667,1661.36405914008,1676.35871143514,1690.87187458736,1704.88532540089,1718.41108078345,1731.44660509305,1743.98790073729,1756.0401307546,1767.5855935251,1778.57005159474,1788.92479129588,1798.60285614047
"Morocco","R538",NA,NA,1038.37469592907,1063.77318547196,1090.38172783642,1118.40582773325,1147.9650208855,1178.81890868813,1210.35893981589,1241.74937218251,1272.35075638519,1301.92633094819,1330.52452139274,1358.12092255579,1384.78842468438,1410.57977464689,1435.44518246004,1459.18674364626,1481.86832684372,1503.60735055648,1524.68714162834,1544.99957260585,1564.59957981447,1583.50484410057,1601.7083539825,1619.2488951701,1636.20454682291,1652.74291908491,1669.10528305197,1685.58445944183,1702.28476270705,1719.1144319756,1736.05934418591,1753.18383639974,1770.55364576549,1788.19566343191,1806.12793877375,1824.2820113055,1842.48387629593,1860.49858789417,1878.29366778945,1895.75050076771,1912.8758346862,1929.65948224211,1946.10515942489,1962.19679425937,1977.8984288427,1993.16940311416,2007.99346676069,2022.35879976138,2036.24856559671,2049.65603851863,2062.54898676049,2074.85595677285,2086.48878313712,2097.38545958
"Morocco","R542",NA,NA,2291.07911296398,2347.43852895669,2406.53225012395,2468.82610890102,2534.59894864702,2603.33762187708,2673.71667633433,2743.91328396021,2812.54054602009,2879.10196992653,2943.72297210443,3006.40317403338,3067.35076193174,3126.71790099911,3184.3597440969,3240.10961607696,3294.10807418004,3346.57453406295,3397.67478765958,3447.5213817013,3496.0960210356,3543.28956561466,3588.93029335172,3632.9423739939,3675.33262090835,3716.30455189519,3756.22394383141,3795.56937267229,3834.72364871269,3873.78834159245,3912.79045243325,3951.93627485144,3991.43752792243,4031.42038511188,4071.99297707987,4113.07026291055,4154.33113113378,4195.3189599773,4235.67819261485,4275.27596838707,4314.12275969163,4352.17756015216,4389.4392342075,4425.89024374589,4461.44744045348,4496.01758213913,4529.56546640591,4562.06762498921,4593.48645819626,4623.80758225198,4652.95945680133,4680.78196771637,4707.07689648254,4731.7050737672
