Region code;Region name (sourced);Item code;Item name (sourced);Unit;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
UK01_2 approx.;Kiev oblast;1554;Total population;total / '000;1850;1833;1820;1802;1787;1772;1757;1744;1731;1721;1715;1711;1713;1715;1718;;
UK01_2;part of metro;1554;Total population;total / '000;791;789;788;785;784;782;780;779;779;779;779;783;786;793;803;;
DR07 approx.;Provincia La Altagracia;1554;Total population;total / number;175718;180876;186149;191506;196891;202277;207680;213130;218589;224034;229428;234780;240108;245404;250665;;
DR06 approx.;Provincia Puerto Plata;1554;Total population;total / number;300036;303032;305967;308837;311660;314430;317156;319830;322455;325018;327510;329934;332295;334594;336825;;
DR05 approx.;Provincia Duarte;1554;Total population;total / number;281299;283278;285014;286620;288218;289916;291756;293662;295576;297433;299188;300833;302405;303909;305347;;
DR03 approx.;Provincia San Pedro de Macor?s;1554;Total population;total / number;287339;292356;297401;302457;307499;312501;317482;322461;327410;332302;337108;341843;346513;351116;355646;;
DR02 approx.;Provincia Santiago;1554;Total population;total / number;891504;907391;923306;939175;954937;970517;985949;1001287;1016467;1031447;1046182;1060673;1074950;1089008;1102840;;
DR07;Higüey municipality;1554;Total population;total / number;158248;162894;167645;172470;177321;182173;187041;191950;196867;201773;206632;;;;;;
DR06;Puerto Plata municipality;1554;Total population;total / number;141954;143373;144764;146124;147462;148773;150066;151333;152577;153791;154973;;;;;;
DR05;San Francisco de Macor?s  municipality;1554;Total population;total / number;173847;175071;176144;177137;178125;179173;180312;181490;182674;183822;184907;;;;;;
DR03;San Pedro de Macor?s municipality;1554;Total population;total / number;196059;199483;202927;206376;209817;213231;216630;220028;223405;226745;230023;;;;;;
DR02;Santiago municipality;1554;Total population;total / number;637023;648378;659753;671095;682361;693496;704526;715487;726338;737043;747576;;;;;;
JP01_1;Ibaraki-ken;1554;Total population;total / number;1038750;;;;;1049199;;;;;1073364;;;;;;
JP01_2;Tochigi-ken;1554;Total population;total / number;239319;;;;;245189;;;;;249657;;;;;;
JP01_3;Gumma-ken;1554;Total population;total / number;106791;;;;;106645;;;;;105523;;;;;;
JP01_4;Saitama-ken;1554;Total population;total / number;6821674;;;;;6942621;;;;;7088807;;;;;;
JP01_5;Chiba-ken;1554;Total population;total / number;5694293;;;;;5833511;;;;;6003765;;;;;;
JP01_6;Tokyo-to;1554;Total population;total / number;12036461;;;;;12547857;;;;;13131573;;;;;;
JP01_7;Kanagawa-ken;1554;Total population;total / number;8474145;;;;;8777391;;;;;9034478;;;;;;
JP01_8;Yamanashi-ken;1554;Total population;total / number;65368;;;;;61916;;;;;57153;;;;;;
JP01_9;Shizuoka-ken;1554;Total population;total / number;42936;;;;;41202;;;;;39611;;;;;;
JP03_1;Gifu-ken;1554;Total population;total / number;1605204;;;;;1613567;;;;;1608342;;;;;;
JP03_2;Aichi-ken;1554;Total population;total / number;6546002;;;;;6751487;;;;;6909209;;;;;;
JP03_3;Mie-ken;1554;Total population;total / number;572535;;;;;581264;;;;;589863;;;;;;
JP02_1;Mie-ken;1554;Total population;total / number;83291;;;;;82156;;;;;80284;;;;;;
JP02_2;Shiga-ken;1554;Total population;total / number;1134963;;;;;1171459;;;;;1203641;;;;;;
JP02_3;Kyoto-fu;1554;Total population;total / number;2333926;;;;;2346900;;;;;2347800;;;;;;
JP02_4;Osaka-fu;1554;Total population;total / number;8805081;;;;;8817166;;;;;8865245;;;;;;
JP02_5;Hyogo-ken;1554;Total population;total / number;4878126;;;;;4943928;;;;;4972848;;;;;;
JP02_6;Nara-ken;1554;Total population;total / number;1416124;;;;;1397480;;;;;1380073;;;;;;
JP02_7;Wakayama-ken;1554;Total population;total / number;532194;;;;;520140;;;;;512800;;;;;;
JP04_1;Yamaguchi-ken;1554;Total population;total / number;301097;;;;;290693;;;;;280947;;;;;;
JP04_2;Fukuoka-ken;1554;Total population;total / number;4902017;;;;;4940995;;;;;4968839;;;;;;
JP04_3;Saga-ken;1554;Total population;total / number;266936;;;;;267075;;;;;265641;;;;;;
JP10_1;Hirosima-ken;1554;Total population;total / number;1931300;;;;;1945134;;;;;1949279;;;;;;
JP10_2;Yamaguchi-ken;1554;Total population;total / number;160717;;;;;156143;;;;;150235;;;;;;
JP08;Niigata-ken;1554;Total population;total / number;1457825;;;;;1445299;;;;;1421694;;;;;;
JP07;Okayama-ken;1554;Total population;total / number;1628933;;;;;1646757;;;;;1647892;;;;;;
JP05;Hokkaido;1554;Total population;total / number;2511797;;;;;2567818;;;;;2584880;;;;;;
JP06_1;Miyagi-ken;1554;Total population;total / number;2155449;;;;;2161652;;;;;2161533;;;;;;
JP06_2;Fukushima-ken;1554;Total population;total / number;9017;;;;;8584;;;;;8224;;;;;;
JP09_1;Yamanashi-ken;1554;Total population;total / number;10863;;;;;10254;;;;;9011;;;;;;
JP09_2;Shizuoka-ken;1554;Total population;total / number;2720303;;;;;2747614;;;;;2732017;;;;;;
JP15;Tochigi-ken;1554;Total population;total / number;1669454;;;;;1687245;;;;;1686898;;;;;;
JP14;Ehime-ken;1554;Total population;total / number;721255;;;;;724048;;;;;717687;;;;;;
JP11;Kumamoto-ken;1554;Total population;total / number;1477213;;;;;1478985;;;;;1476435;;;;;;
JP12;Kagoshima-ken;1554;Total population;total / number;1179656;;;;;1169058;;;;;1152748;;;;;;
JP01_1 approx.;Ibaraki-ken;1554;Total population;total / number;2985676;2990000;2987000;2985000;2982000;2975167;2974000;2973000;2971000;2970000;2969770;2958000;2943000;;;;
JP01_2 approx.;Tochigi-ken;1554;Total population;total / number;2004817;2011000;2012000;2014000;2016000;2016631;2016000;2016000;2015000;2011000;2007683;2000000;1992000;;;;
JP01_3 approx.;Gumma-ken;1554;Total population;total / number;2024852;2029000;2030000;2030000;2027000;2024135;2022000;2020000;2017000;2014000;2008068;2001000;1992000;;;;
JP01_4 approx.;Saitama-ken;1554;Total population;total / number;6938006;6977000;7000000;7028000;7046000;7054243;7079000;7106000;7136000;7161000;7194556;7207000;7212000;;;;
JP01_5 approx.;Chiba-ken;1554;Total population;total / number;5926285;5970000;5998000;6030000;6047000;6056462;6084000;6119000;6153000;6180000;6216289;6214000;6195000;;;;
JP01_6 approx.;Tokyo-to;1554;Total population;total / number;12064101;12165000;12271000;12388000;12482000;12576601;12704000;12848000;12973000;13048000;13159388;13196000;13230000;;;;
JP01_7 approx.;Kanagawa-ken;1554;Total population;total / number;8489974;8575000;8636000;8702000;8753000;8791597;8846000;8912000;8965000;9006000;9048331;9058000;9067000;;;;
JP01_8 approx.;Yamanashi-ken;1554;Total population;total / number;888172;890000;889000;888000;886000;884515;880000;877000;871000;867000;863075;857000;852000;;;;
JP01_9 approx.;Shizuoka-ken;1554;Total population;total / number;3767393;3780000;3784000;3790000;3791000;3792377;3795000;3796000;3793000;3783000;3765007;3749000;3735000;;;;
JP03_1 approx.;Gifu-ken;1554;Total population;total / number;2107700;2111000;2110000;2110000;2108000;2107226;2105000;2104000;2100000;2091000;2080773;2071000;2061000;;;;
JP03_2 approx.;Aichi-ken;1554;Total population;total / number;7043300;7091000;7131000;7170000;7209000;7254704;7307000;7357000;7399000;7411000;7410719;7416000;7427000;;;;
JP03_3 approx.;Mie-ken;1554;Total population;total / number;1857339;1862000;1863000;1864000;1867000;1866963;1872000;1873000;1871000;1864000;1854724;1847000;1840000;;;;
JP02_1 approx.;Mie-ken;1554;Total population;total / number;1857339;1862000;1863000;1864000;1867000;1866963;1872000;1873000;1871000;1864000;1854724;1847000;1840000;;;;
JP02_2 approx.;Shiga-ken;1554;Total population;total / number;1342832;1354000;1361000;1368000;1375000;1380361;1390000;1398000;1405000;1409000;1410777;1414000;1415000;;;;
JP02_3 approx.;Kyoto-fu;1554;Total population;total / number;2644391;2649000;2648000;2650000;2650000;2647660;2646000;2643000;2640000;2637000;2636092;2632000;2625000;;;;
JP02_5 approx.;Hyogo-ken;1554;Total population;total / number;5550574;5572000;5580000;5589000;5592000;5590601;5592000;5593000;5592000;5591000;5588133;5582000;5571000;;;;
JP02_6 approx.;Nara-ken;1554;Total population;total / number;1442795;1442000;1437000;1434000;1428000;1421310;1417000;1413000;1407000;1404000;1400728;1396000;1390000;;;;
JP02_7 approx.;Wakayama-ken;1554;Total population;total / number;1069912;1065000;1059000;1052000;1045000;1035969;1029000;1021000;1014000;1008000;1002198;995000;988000;;;;
JP04_1 approx.;Yamaguchi-ken;1554;Total population;total / number;1527964;1523000;1517000;1510000;1502000;1492606;1484000;1476000;1466000;1459000;1451338;1442000;1431000;;;;
JP04_2 approx.;Fukuoka-ken;1554;Total population;total / number;5015699;5030000;5039000;5045000;5050000;5049908;5057000;5061000;5062000;5064000;5071968;5079000;5085000;;;;
JP04_3 approx.;Saga-ken;1554;Total population;total / number;876654;876000;874000;872000;870000;866369;863000;860000;856000;853000;849788;847000;843000;;;;
JP10_1 approx.;Hiroshima-ken;1554;Total population;total / number;2878915;2880000;2878000;2879000;2879000;2876642;2875000;2874000;2870000;2864000;2860750;2855000;2848000;;;;
JP10_2 approx.;Yamaguchi-ken;1554;Total population;total / number;1527964;1523000;1517000;1510000;1502000;1492606;1484000;1476000;1466000;1459000;1451338;1442000;1431000;;;;
JP08 approx.;Niigata-ken;1554;Total population;total / number;2475733;2471000;2462000;2455000;2445000;2431459;2420000;2408000;2396000;2385000;2374450;2362000;2347000;;;;
JP07 approx.;Okayama-ken;1554;Total population;total / number;1950828;1954000;1956000;1958000;1959000;1957264;1956000;1956000;1953000;1949000;1945276;1941000;1936000;;;;
JP05 approx.;Hokkaido;1554;Total population;total / number;5683062;5680000;5672000;5663000;5650000;5627737;5605000;5579000;5548000;5524000;5506419;5486000;5460000;;;;
JP06_1 approx.;Miyagi-ken;1554;Total population;total / number;2365320;2369000;2369000;2369000;2366000;2360218;2358000;2354000;2349000;2348000;2348165;2327000;2325000;;;;
JP06_2 approx.;Fukushima-ken;1554;Total population;total / number;2126935;2124000;2118000;2110000;2102000;2091319;2080000;2067000;2054000;2041000;2029064;1990000;1962000;;;;
JP09_1 approx.;Yamanashi-ken;1554;Total population;total / number;888172;890000;889000;888000;886000;884515;880000;877000;871000;867000;863075;857000;852000;;;;
JP09_2 approx.;Shizuoka-ken;1554;Total population;total / number;3767393;3780000;3784000;3790000;3791000;3792377;3795000;3796000;3793000;3783000;3765007;3749000;3735000;;;;
JP15 approx.;Tochigi-ken;1554;Total population;total / number;2004817;2011000;2012000;2014000;2016000;2016631;2016000;2016000;2015000;2011000;2007683;2000000;1992000;;;;
JP14 approx.;Ehime-ken;1554;Total population;total / number;1493092;1490000;1485000;1481000;1475000;1467815;1460000;1453000;1445000;1438000;1431493;1423000;1415000;;;;
JP11 approx.;Kumamoto-ken;1554;Total population;total / number;1859344;1860000;1857000;1852000;1848000;1842233;1838000;1832000;1826000;1821000;1817426;1813000;1807000;;;;
JP12 approx.;Kagoshima-ken;1554;Total population;total / number;1786194;1782000;1776000;1770000;1763000;1753179;1744000;1733000;1721000;1712000;1706242;1699000;1690000;;;;
EC02;Quito;1554;Total population;total / number;;1905735;1957198;2006564;2055134;2102933;2149660;2193911;2237695;2281254;2325043;2365144;2404949;2444470;2483682;;
;QUITO canton;1554;Total population;total / number;;1839853;1888864;1935879;1982136;2027659;2072159;2114304;2156003;2197488;2239191;2277115;2314723;2352031;2389012;;
;RUMI?AHUI canton;1554;Total population;total / number;;65882;68334;70684;72998;75274;77501;79607;81692;83766;85852;88029;90226;92440;94671;;
EC02 approx.;Pichincha province;1554;Total population;total / number;;2388817;2411826;2433896;2455612;2476982;2497874;2517659;2537235;2556709;2576287;2622136;2667734;2713087;2758171;;
EC01;Guayaquil;1554;Total population;total / number;;2566905;2639047;2689886;2739828;2792120;2845273;2891097;2939572;2990291;3044127;3083736;3122812;3161418;3199529;;
;Guayaquil canton;1554;Total population;total / number;;2039789;2086822;2119969;2152527;2186620;2221275;2251147;2282752;2315814;2350915;2373359;2395058;2416109;2436467;;
;Daule canton;1554;Total population;total / number;;85148;90464;94213;97892;101748;105667;109045;112620;116359;120326;124291;128342;132471;136684;;
;Dur?n canton;1554;Total population;total / number;;178714;187339;193417;199387;205640;211994;217473;223267;229333;235769;241640;247569;253544;259569;;
;Yaguachi canton;1554;Total population;total / number;;47630;49645;51064;52460;53920;55405;56685;58038;59456;60958;62197;63438;64679;65922;;
;Milagro canton;1554;Total population;total / number;;140103;144114;146940;149718;152624;155579;158126;160822;163640;166634;168831;170991;173115;175203;;
;Playas canton;1554;Total population;total / number;;30045;31844;33110;34355;35656;36981;38122;39329;40596;41935;43249;44588;45951;47339;;
;Samborondon canton;1554;Total population;total / number;;45476;48819;51174;53489;55913;58373;60499;62743;65093;67590;70170;72826;75549;78347;;
EC01 approx.;Guayas province;1554;Total population;total / number;;3309034;3359899;3395740;3430950;3467815;3505291;3537594;3571773;3607529;3645483;3693924;3741758;3789057;3835789;;
EC03;Cuenca canton ;1554;Total population;total / number;;417632;425145;435562;446207;456390;466213;476760;486812;496452;505585;514715;523909;533049;542141;;
EC04_1;Machala canton ;1554;Total population;total / number;;217696;;;;;;;;;245972;;;;;;
EC04_2;La Concordia canton ;1554;Total population;total / number;;45232;;;;;;;;;42924;;;;;;
EC04_3;El Carmen canton ;1554;Total population;total / number;;69998;;;;;;;;;89021;;;;;;
EC06;Manta canton ;1554;Total population;total / number;;192322;196693;200397;204116;207910;211719;215296;218953;222673;226477;229012;231453;233798;236043;;
EC07;Portoviejo canton ;1554;Total population;total / number;;238430;243753;248265;252795;257416;262051;266412;270865;275393;280029;282711;285268;287697;289995;;
EC08_1;Ambato canton;1554;Total population;total / number;;287282;;;;;;;;;329856;;;;;;
EC08_2;part of metro;1554;Total population;total / number;;91858;;;;;;;;;96981;;;;;;
;Azogues canton;1554;Total population;total / number;;64910;;;;;;;;;70064;;;;;;
;Biblian;1554;Total population;total / number;;20727;;;;;;;;;20817;;;;;;
;Deleg ;1554;Total population;total / number;;6221;;;;;;;;;6100;;;;;;
EC09;Riobamba canton ;1554;Total population;total / number;;193315;197248;200635;204105;207678;211300;214798;218387;222036;225741;228182;230556;232851;235081;;
EC03 approx.;Azuay province;1554;Total population;total / number;;599546;;;;;;;;;712127;;;;;;
EC04_1 approx.;El Oro province;1554;Total population;total / number;;525763;;;;;;;;;600659;;;;;;
EC04_2 approx.;Manabi province;1554;Total population;total / number;;1186025;;;;;;;;;1369780;;;;;;
EC04_3 approx.;Esmeraldas province;1554;Total population;total / number;;385223;;;;;;;;;534092;;;;;;
EC06 approx.;Manabi province;1554;Total population;total / number;;1186025;;;;;;;;;1369780;;;;;;
EC07 approx.;Manabi province;1554;Total population;total / number;;1186025;;;;;;;;;1369780;;;;;;
EC08_1 approx.;Tungurahua province;1554;Total population;total / number;;441034;;;;;;;;;504583;;;;;;
EC08_2 approx.;Canar province;1554;Total population;total / number;;206981;;;;;;;;;225184;;;;;;
EC09 approx.;Chimborazo province;1554;Total population;total / number;;403632;;;;;;;;;458581;;;;;;
GT02 approx.;Quetzaltenango;1554;Total population;total / number;;624716;;;;;;;;;;;;;;;
GT03 approx.;Escuintla;1554;Total population;total / number;;538746;;;;;;;;;;;;;;;
GT04 approx.;Chimaltenango;1554;Total population;total / number;;446133;;;;;;;;;;;;;;;
GT02;Quetzaltenango;1554;Total population;total / number;;127569;;;;;;;;;;;;;;;
GT03;Escuintla Municipality;1554;Total population;total / number;;119897;;;;;;;;;;;;;;;
GT04;Chimaltenango Municipality;1554;Total population;total / number;;74077;;;;;;;;;;;;;;;
ID01_2;Part of West Java included in metropolitan;1554;Total population;total / number;9664217;9949735;10263976;10551174;10897064;11186887;11432475;11674387;11915969;12216020;12490251;12981804;13481861;13988221;14504022;;
ID01_3;Part of Banten included in metropolitan;1554;Total population;total / number;4108282;4305036;4496445;4705546;4903164;5115353;5275968;5440653;5608383;5771940;5923299;6045765;6163885;6292431;6413265;;
ID01_1;DKI Jakarta;1554;Total population;total / number;8389443;8506867;8624772;8743801;8863704;8985605;9107594;9231510;9356389;9480822;9607787;9766039;9922734;10077652;10230792;;
ID01_2 approx.;West Java;1554;Total population;total / number;35729537;36399374;37078355;37765909;38464036;39189883;39936877;40696159;41469157;42243870;43053732;44080835;45107938;46126985;47146032;;
ID01_3 approx.;Banten province;1554;Total population;total / number;8098780;8378588;8654311;8937387;9222505;9481889;9711046;9949189;10189783;10419757;10632166;10755693;10877015;10996130;11111937;;
MY01_1;W.P. Kuala lumpur;1554;Total population;total / number;1305792;;;;;;;;;;1627172;;;;;;
MY01_3;W.P. Putraya;1554;Total population;total / number;11501;;;;;;;;;;67964;;;;;;
;Gombak;1554;Total population;total / number;537525;;;;;;;;;;682996;;;;;;
;Klang;1554;Total population;total / number;643436;;;;;;;;;;848149;;;;;;
;Petaling;1554;Total population;total / number;1184180;;;;;;;;;;1782375;;;;;;
;Sepang;1554;Total population;total / number;97139;;;;;;;;;;212050;;;;;;
;Ulu Langat;1554;Total population;total / number;864451;;;;;;;;;;1141880;;;;;;
MY01_2;part of metro;1554;Total population;total / number;3326731;;;;;;;;;;4667450;;;;;;
MY01_2 approx.;Selangor state;1554;Total population;total / number;3941316;;;;;;;;;;5411324;;;;;;
MY02 approx.;Johor state;1554;Total population;total / number;2584997;;;;;;;;;;3233434;;;;;;
MY03 approx.;Perak state;1554;Total population;total / number;1973368;;;;;;;;;;2258428;;;;;;
MY05 approx.;Sabah state;1554;Total population;total / number;2468246;;;;;;;;;;3120040;;;;;;
MY06 approx.;Kelantan state;1554;Total population;total / number;1287367;;;;;;;;;;1459994;;;;;;
MY07_1 approx.;Pahang state;1554;Total population;total / number;1229104;;;;;;;;;;1443365;;;;;;
MY07_2 approx.;Terengganu state;1554;Total population;total / number;880234;;;;;;;;;;1015776;;;;;;
MY08 approx.;Negeri Sembilan state;1554;Total population;total / number;829774;;;;;;;;;;997071;;;;;;
MY09_2 approx.;Kedah state;1554;Total population;total / number;1571077;;;;;;;;;;1890098;;;;;;
MY02;Johor Baharu;1554;Total population;total / number;1081978;;;;;;;;;;1591912;;;;;;
MY03;M.B. Ipoh;1554;Total population;total / number;556387;;;;;;;;;;657892;;;;;;
MY05;Kota Kinabalu;1554;Total population;total / number;355435;;;;;;;;;;452940;;;;;;
MY06;M.P. Kota Bharu Bandaraya Islam (MPKB BRI);1554;Total population;total / number;272017;;;;;;;;;;314964;;;;;;
MY07_1;Kuantan district;1554;Total population;total / number;344319;;;;;;;;;;450211;;;;;;
MY07_2;Kemaman district;1554;Total population;total / number;137070;;;;;;;;;;167824;;;;;;
MY08;Seremban;1554;Total population;total / number;490160;;;;;;;;;;653196;;;;;;
MY09_1;Pulau Pinang state;1554;Total population;total / number;1231209;;;;;;;;;;1520143;;;;;;
;Kuala Muda district;1554;Total population;total / number;339898;;;;;;;;;;441308;;;;;;
;Kulim district ;1554;Total population;total / number;190952;;;;;;;;;;282743;;;;;;
MY09_2;part of metro;1554;Total population;total / number;530850;;;;;;;;;;724051;;;;;;
PH01_1;Metro Manila;1554;Total population;total / number;9932560;10136502;10338135;10537218;10733507;10927003;11117704;11306584;11492306;11675234;11855975;;;;;;
;Cavite;1554;Total population;total / number;2063161;2165229;2267920;2370486;2473302;2576241;2678683;2781872;2884438;2987876;3090691;;;;;;
;Laguna;1554;Total population;total / number;1965872;2036512;2106667;2177145;2247785;2318102;2388257;2458735;2529375;2599692;2669847;;;;;;
;Rizal;1554;Total population;total / number;1707218;1787470;1868357;1947816;2026800;2104673;2182705;2259150;2335279;2410297;2484840;;;;;;
PH01_2 approx.;CALABARZON (Region IVA);1554;Total population;total / number;9320629;9644748;9971385;10297890;10625322;10954611;11282972;11613851;11945260;12276935;12609803;;;;;;
PH01_3;Bulacan;1554;Total population;total / number;2234088;2300813;2368293;2435867;2504289;2573276;2642358;2711910;2782500;2853372;2924433;;;;;;
PH01_3 approx.;Central Luzon (Region III);1554;Total population;total / number;8204742;8391849;8582108;8772163;8964354;9157766;9350669;9545504;9741966;9939445;10137737;;;;;;
PH01_2;part of metro;1554;Total population;total / number;5736251;5989212;6242944;6495448;6747887;6999016;7249645;7499758;7749092;7997865;8245378;;;;;;
TH09;Buriram;1554;Total population;total / number;660302;;;;;;;;;;556344;;;;;;
TH09 approx.;Buriram province;1554;Total population;total / number;1493359;;;;;;;;;;1265020;;;;;;
TH04;Chiang Mai;1554;Total population;total / number;696513;;;;;;;;;;877872;;;;;;
TH04 approx.;Chiang Mai province;1554;Total population;total / number;1500127;;;;;;;;;;1708564;;;;;;
TH03;Hat Yai;1554;Total population;total / number;740078;;;;;;;;;;919150;;;;;;
TH03 approx.;Songkhla province;1554;Total population;total / number;1255662;;;;;;;;;;1480468;;;;;;
TH07;Khon Kaen;1554;Total population;total / number;501252;;;;;;;;;;630298;;;;;;
TH07 approx.;Khon Kaen province;1554;Total population;total / number;1733434;;;;;;;;;;1735096;;;;;;
TH12;Maha Sarakham;1554;Total population;total / number;542603;;;;;;;;;;481992;;;;;;
TH12 approx.;Maha Sarakham province;1554;Total population;total / number;947313;;;;;;;;;;817778;;;;;;
TH05;Nakhon Ratchasima;1554;Total population;total / number;633780;;;;;;;;;;779845;;;;;;
TH05 approx.;Nakhon Ratchasima province;1554;Total population;total / number;2556260;;;;;;;;;;2522251;;;;;;
TH06;Nakhon Si Thammarat;1554;Total population;total / number;806140;;;;;;;;;;708553;;;;;;
TH06 approx.;Nakhon Si Thammarat province;1554;Total population;total / number;1519811;;;;;;;;;;1449387;;;;;;
TH02;Pattaya-Chonburi;1554;Total population;total / number;944509;;;;;;;;;;1454109;;;;;;
TH02 approx.;Chon Buri province;1554;Total population;total / number;1040865;;;;;;;;;;1554365;;;;;;
TH08;Rayong;1554;Total population;total / number;389003;;;;;;;;;;623963;;;;;;
TH08 approx.;Rayong province;1554;Total population;total / number;522133;;;;;;;;;;819604;;;;;;
TH10;Surin;1554;Total population;total / number;623059;;;;;;;;;;533442;;;;;;
TH10 approx.;Surin province;1554;Total population;total / number;1327901;;;;;;;;;;1112330;;;;;;
TH13;Udon Thani;1554;Total population;total / number;516289;;;;;;;;;;455927;;;;;;
TH13 approx.;Udon Thani province;1554;Total population;total / number;1467158;;;;;;;;;;1280696;;;;;;
VE01_1;Capital District;1554;Total population;total / number;;1836286;;;;;;;;;;1943901;;;;;
VE01_2;Four municipalities from Miranda state;1554;Total population;total / number;;926473;;;;;;;;;;960475;;;;;
VE01_2 approx.;Miranda state;1554;Total population;total / number;;2330872;;;;;;;;;;2675165;;;;;
;Jes?s Enrique Losada ;1554;Total population;total / number;;83468;;;;;;;;;;118756;;;;;
;La Ca?ada de Urdaneta ;1554;Total population;total / number;;61525;;;;;;;;;;82210;;;;;
;Mara ;1554;Total population;total / number;;155918;;;;;;;;;;207221;;;;;
;Maracaibo ;1554;Total population;total / number;;1219927;;;;;;;;;;1459448;;;;;
;San Francisco ;1554;Total population;total / number;;351958;;;;;;;;;;446757;;;;;
VE02;Maracaibo metropolitan area;1554;Total population;total / number;;1872796;;;;;;;;;;2314392;;;;;
;Carlos Arvelo;1554;Total population;total / number;;124344;;;;;;;;;;150277;;;;;
;Diego Ibarra;1554;Total population;total / number;;94852;;;;;;;;;;104536;;;;;
;Guacara;1554;Total population;total / number;;142227;;;;;;;;;;176218;;;;;
;Libertador;1554;Total population;total / number;;146507;;;;;;;;;;166166;;;;;
;Los Guayos;1554;Total population;total / number;;130345;;;;;;;;;;149606;;;;;
;Naguanagua;1554;Total population;total / number;;132368;;;;;;;;;;157437;;;;;
;SanDiego;1554;Total population;total / number;;59247;;;;;;;;;;93257;;;;;
;San Joaquin;1554;Total population;total / number;;47920;;;;;;;;;;64124;;;;;
;Valencia munic.;1554;Total population;total / number;;742145;;;;;;;;;;829856;;;;;
VE03;Valencia metropolitan area;1554;Total population;total / number;;1619955;;;;;;;;;;1891477;;;;;
;Iribarren;1554;Total population;total / number;;895989;;;;;;;;;;996230;;;;;
;Palavecino;1554;Total population;total / number;;134402;;;;;;;;;;174099;;;;;
VE04;Barquisimeto metropolitan area;1554;Total population;total / number;;1030391;;;;;;;;;;1170329;;;;;
VE05;Caroni munic.;1554;Total population;total / number;;646541;;;;;;;;;;706736;;;;;
;Bolivar;1554;Total population;total / number;;38062;;;;;;;;;;38047;;;;;
;Girardot;1554;Total population;total / number;;396125;;;;;;;;;;407109;;;;;
;Jose Angel Lamas;1554;Total population;total / number;;27428;;;;;;;;;;32981;;;;;
;Libertador;1554;Total population;total / number;;76036;;;;;;;;;;114355;;;;;
;Mario Briceno Iragorry;1554;Total population;total / number;;95672;;;;;;;;;;99852;;;;;
;Santiago Marino;1554;Total population;total / number;;160465;;;;;;;;;;211010;;;;;
;Sucre;1554;Total population;total / number;;106461;;;;;;;;;;114509;;;;;
;Francisco Linares Alcántara;1554;Total population;total / number;;114522;;;;;;;;;;123122;;;;;
VE06;Maracay metropolitan area;1554;Total population;total / number;;1014771;;;;;;;;;;1140985;;;;;
;Fernando Pe?alver;1554;Total population;total / number;;24819;;;;;;;;;;33437;;;;;
;Guanta ;1554;Total population;total / number;;27145;;;;;;;;;;30891;;;;;
;Juan Antonio Sotillo;1554;Total population;total / number;;206957;;;;;;;;;;244728;;;;;
;Simon Bolivar;1554;Total population;total / number;;359984;;;;;;;;;;421424;;;;;
;Diego Bautista Urbaneja;1554;Total population;total / number;;21200;;;;;;;;;;37829;;;;;
VE07;Barcelona metropolitan area;1554;Total population;total / number;;640105;;;;;;;;;;768309;;;;;
;Caripe ;1554;Total population;total / number;;31353;;;;;;;;;;33738;;;;;
;Cede?o ;1554;Total population;total / number;;27894;;;;;;;;;;34463;;;;;
;Ezequiel Zamora;1554;Total population;total / number;;52122;;;;;;;;;;62751;;;;;
;Maturin;1554;Total population;total / number;;404649;;;;;;;;;;542259;;;;;
;Piar;1554;Total population;total / number;;38934;;;;;;;;;;46610;;;;;
;Punceres ;1554;Total population;total / number;;24175;;;;;;;;;;27954;;;;;
VE08;Maturin metropolitan area;1554;Total population;total / number;;579127;;;;;;;;;;747775;;;;;
VE09;Heres munic.;1554;Total population;total / number;;292833;;;;;;;;;;342280;;;;;
;Andres Bello ;1554;Total population;total / number;;16474;;;;;;;;;;20358;;;;;
;Cardenas ;1554;Total population;total / number;;94178;;;;;;;;;;122053;;;;;
;Guasimos ;1554;Total population;total / number;;32545;;;;;;;;;;43236;;;;;
;Independencia ;1554;Total population;total / number;;29760;;;;;;;;;;36964;;;;;
;Libertad ;1554;Total population;total / number;;23670;;;;;;;;;;27547;;;;;
;San Cristobal ;1554;Total population;total / number;;250307;;;;;;;;;;263765;;;;;
;Torbes ;1554;Total population;total / number;;42192;;;;;;;;;;49577;;;;;
VE10;San Cristobal metropolitan area;1554;Total population;total / number;;489126;;;;;;;;;;563500;;;;;
VE11;Barinas munic.;1554;Total population;total / number;;263272;;;;;;;;;;353851;;;;;
VE02 approx.;Zulia;1554;Total population;total / number;;2983679;;;;;;;;;;3704404;;;;;
VE03 approx.;Carabobo;1554;Total population;total / number;;1932168;;;;;;;;;;2245744;;;;;
VE04 approx.;Lara;1554;Total population;total / number;;1556415;;;;;;;;;;1774867;;;;;
VE05 approx.;Bol?var;1554;Total population;total / number;;1214846;;;;;;;;;;1410964;;;;;
VE06 approx.;Aragua;1554;Total population;total / number;;1449616;;;;;;;;;;1630308;;;;;
VE07 approx.;Anzo?tegui;1554;Total population;total / number;;1222225;;;;;;;;;;1469747;;;;;
VE08 approx.;Monagas;1554;Total population;total / number;;712626;;;;;;;;;;905443;;;;;
VE09 approx.;Bol?var;1554;Total population;total / number;;1214846;;;;;;;;;;1410964;;;;;
VE10 approx.;T?chira;1554;Total population;total / number;;992669;;;;;;;;;;1168908;;;;;
