Region code;Region name (sourced);Item code;Item name (sourced);Unit;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
GB16 approx.;Brighton;1554;Total population;total / number;1001100;1004900;1007000;1010700;1015800;1023700;1033000;1042500;1053000;1061600;1072700;1081900;1090900;1099500;;;
GB10 approx.;Leicester;1554;Total population;total / number;923500;927700;934700;942200;951800;962500;972600;983000;992200;999400;1008900;1018400;1025300;1033000;;;
GB15 approx.;Newcastle upon Tyne;1554;Total population;total / number;1089000;1086800;1086500;1084700;1082800;1085400;1086600;1089400;1091100;1094600;1100100;1104100;1108100;1113600;;;
GB14 approx.;Portsmouth/Southampton;1554;Total population;total / number;1641500;1648900;1654100;1662800;1672500;1686100;1695200;1705500;1718000;1730700;1748100;1763400;1776400;1787300;;;
GB12;Belfast;1554;Total population - ESPON;total / number;;848620;;;;;857106;;;;;;;;;;
GB18;Bournemouth/Poole;1554;Total population - ESPON;total / number;;512431;;;;;514481;;;;;;;;;;
GB16;Brighton;1554;Total population - ESPON;total / number;;557146;;;;;566617;;;;;;;;;;
GB10;Leicester;1554;Total population - ESPON;total / number;;721453;;;;;747425;;;;;;;;;;
GB15;Newcastle upon Tyne;1554;Total population - ESPON;total / number;;1392631;;;;;1399594;;;;;;;;;;
GB14;Portsmouth/Southampton;1554;Total population - ESPON;total / number;;1253588;;;;;1289942;;;;;;;;;;
;ualad09:Amber Valley;1554;Total population;total / number;116100;116600;117300;117900;118400;119200;120000;120400;121200;121500;122100;122500;122700;123500;123900;;
;ualad09:Bolsover;1554;Total population;total / number;71200;71900;72500;73300;73600;73800;74300;74800;75100;75200;75700;76000;76400;76700;77200;;
;ualad09:Chesterfield;1554;Total population;total / number;98800;98800;99300;99900;100500;101300;101700;102000;102600;103000;103400;103800;103800;104000;104300;;
;ualad09:Derbyshire Dales;1554;Total population;total / number;69800;69400;69400;69400;69500;69500;69500;69900;70500;70700;71000;71100;71300;71300;71300;;
;ualad09:Erewash;1554;Total population;total / number;109400;110100;110300;110100;110100;110100;110000;110200;110800;111300;111700;112200;112800;113200;114000;;
;ualad09:High Peak;1554;Total population;total / number;89000;89400;89300;89200;89300;89600;90100;90600;90900;91000;91100;91000;91100;91100;91400;;
;ualad09:North East Derbyshire;1554;Total population;total / number;96900;96900;96900;97100;97500;97700;97700;98100;98300;98500;98800;99100;99300;99300;99400;;
;ualad09:South Derbyshire;1554;Total population;total / number;80700;81700;83500;85300;86500;87800;89300;90700;92000;93000;94100;94900;96000;97100;98400;;
GB13_2 approx.;uacounty09:Derbyshire;1554;Total population;total / number;731900;734900;738400;742200;745500;749000;752600;756600;761200;764300;767900;770700;773500;776200;779800;;
GB13_2;UKF12 - East Derbyshire;1554;Total population;total / number;266900;267600;268700;270300;271600;272800;273700;274900;276000;276700;277900;278900;279500;280000;280900;;
CR02 approx.;Split-Dalmatia;1554;Total population;total / number;;463676;;;;;;;;;;454798;;;;;
CR03 approx.;Primorje-Gorski kotar;1554;Total population;total / number;;305505;;;;;;;;;;296195;;;;;
CR02;Split;1554;Total population;total / number;;350157;;;;;;;;;;348949;;;;;
CR03;Rijeka;1554;Total population;total / number;;220538;;;;;;;;;;213666;;;;;
DK02 approx.;Aarhus;1554;Total population;total / number;287140;288977;291164;293604;295874;297330;297893;296170;298348;302489;306457;310746;314342;318824;323487;;
DK03 approx.;Odense;1554;Total population;total / number;184354;184133;184070;184751;185652;186318;187044;186745;186879;187839;188706;190190;191524;193314;195728;;
DK02;Aarhus;1554;Total population;total / number;;363715;;;;;369171;;;;;;;;;;
DK03;Odense;1554;Total population;total / number;;289698;;;;;294043;;;;;;;;;;
DE04 approx.;Köln;1554;Total population;total / number;1837440;1840684;1849437;1853545;1853703;1859174;1872107;1878466;1884818;1883961;1885456;1894456;1903646;1917088;;;
DE10 approx.;Bremen;1554;Total population;total / number;837268;835304;835343;838070;839533;840049;840099;839799;838934;837189;836369;835092;836388;839178;;;
DE17 approx.;Bochum;1554;Total population;total / number;545202;542509;541003;539474;537211;537098;533840;531077;527502;523213;519795;517446;517472;516776;;;
DE18 approx.;Wuppertal;1554;Total population;total / number;707100;703972;701575;698787;695182;692865;688916;685978;682050;676491;672130;668710;667715;667108;;;
DE22 approx.;Mannheim;1554;Total population;total / number;932979;934658;941110;945259;946281;946763;948180;950048;953215;955265;957639;960908;965077;972249;;;
DE25 approx.;Saarbrücken;1554;Total population;total / number;947974;945133;942673;941078;937561;932590;926713;919995;913540;907594;900527;895987;894216;890767;;;
DE15 approx.;Duisburg, Kreisfreie Stadt;1554;Total population;total / number;518635;513767;510889;507530;505367;503279;500446;497999;495558;492947;490835;488468;487470;486816;;;
DE04;Cologne;1554;Total population;total / number;;2299962;;;;;2343639;;;;;;;;;;
DE10;Bremen;1554;Total population;total / number;;1173464;;;;;1194466;;;;;;;;;;
DE17;Bochum;1554;Total population;total / number;;805809;;;;;792009;;;;;;;;;;
DE18;Wuppertal;1554;Total population;total / number;;479713;;;;;469660;;;;;;;;;;
DE22;Mannheim;1554;Total population;total / number;;736287;;;;;741807;;;;;;;;;;
DE25;Saarbrucken;1554;Total population;total / number;;1195073;;;;;1169821;;;;;;;;;;
DE15;Duisburg;1554;Total population;total / number;;905024;;;;;893939;;;;;;;;;;
HU02 approx.;Hajd?-Bihar;1554;Total population;total / number;541581;553264;552478;551837;550265;549372;547357;545641;543802;542192;541298;539674;543452;541352;;;
HU06 approx.;Gy?r-Moson-Sopron;1554;Total population;total / number;424507;434209;435256;439046;440138;439922;441606;442667;444384;447033;448435;449967;444935;448312;;;
HU07 approx.;B?cs-Kiskun;1554;Total population;total / number;532465;547954;545989;544116;541584;540499;537862;536290;533710;530379;528418;524841;521852;519930;;;
HU03 approx.;Borsod-Aba?j-Zemplén;1554;Total population;total / number;729965;753497;749104;744484;738143;731854;725779;718951;709634;701160;692771;684793;688922;682350;;;
HU09 approx.;Szabolcs-Szatm?r-Bereg;1554;Total population;total / number;569676;589989;587994;586193;583564;581623;578573;576054;571018;565326;560429;555496;565317;563653;;;
HU05 approx.;Baranya;1554;Total population;total / number;400806;408147;406330;404709;402260;400313;398355;398215;396633;394911;393758;391455;380904;377142;;;
HU04 approx.;Csongr?d;1554;Total population;total / number;417668;430514;428144;426817;425785;424849;423585;423751;424139;423826;423240;421827;411764;409571;;;
HU08 approx.;Fejér;1554;Total population;total / number;423531;428115;428922;428409;428579;428798;428332;428711;428572;428295;427416;426120;421927;421086;;;
HU02;Debrecen;1554;Total population;total / number;203648;207625;206564;205881;204722;204297;204083;204124;205084;206225;207270;208016;205076;204333;;;
HU06;Gyor;1554;Total population;total / number;127119;129934;129287;128913;128571;127594;128279;128265;128808;130476;130478;131267;128193;128567;;;
HU07;Kecskemét;1554;Total population;total / number;105606;107615;107267;107604;107665;108286;108835;109847;110316;111428;112233;113275;111264;111863;;;
HU03;Miskolc;1554;Total population;total / number;172357;185567;182408;180282;177809;175701;174416;172637;171096;170234;169226;168075;164973;162905;;;
HU09;Nyiregyhaza;1554;Total population;total / number;112419;117476;117002;116899;116540;116336;115954;116298;116874;117597;117832;117852;118192;118185;;;
HU05;Pécs;1554;Total population;total / number;157332;161286;159794;158942;157659;156567;156116;156649;156664;156974;157680;157721;149992;147719;;;
HU04;Szeged;1554;Total population;total / number;158158;165669;163699;162860;162586;162889;163259;164883;167039;169030;169713;170285;162183;161837;;;
HU08;Szekesfehervar;1554;Total population;total / number;105119;104830;104059;102670;101778;101465;101299;101600;101755;102035;101973;101943;99617;99247;;;
IE02 approx.;Cork city + county;1554;Total population;total / number;;;447829;;;;481295;;;;;519032;;;;;
IE04 approx.;Galway city + county;1554;Total population;total / number;;;209077;;;;231670;;;;;250653;;;;;
IE02;Cork;1554;Total population;total / number;;335149;340670;346057;351443;360062;366458;379184;391034;394468;394804;395814;398440;;;;
IE04;Galway;1554;Total population;total / number;;148225;154804;159752;162564;169030;171898;178927;183369;187305;187474;188823;186912;;;;
IS03_1;   Haifa S.D.;1554;Total population;total / '000;;;528;529;530;529;528;528;528;533;535;541;545;549;553;;
;   Hadera S.D.;1554;Total population;total / '000;;;302;309;316;323;330;336;344;356;363;372;381;390;399;;
;   Yizre'el S.D.;1554;Total population;total / '000;;;397;405;413;419;425;431;437;442;447;455;462;468;476;;
;   Akko S.D.;1554;Total population;total / '000;;;486;497;508;518;527;537;546;554;562;572;581;591;599;;
IS04 approx.;SOUTHERN DISTRICT;1554;Total population;total / '000;;;925;948;969;985;1002;1021;1037;1067;1084;1107;1124;1147;1169;;
IS03_2 approx.;Outer Haifa;1554;Total population;total / '000;;;1186;1212;1237;1259;1281;1303;1327;1352;1372;1398;1424;1448;1473;;
IS03_2;Outer Haifa;1554;Total population;total / '000;;;432;442;451;460;468;476;484;488;499;508;518;525;;;
IS03;Haifa;1554;Total population;total / '000;;;961;971;981;988;996;1004;1011;1021;1034;1049;1063;1074;;;
IS04;Be'er Sheva;1554;Total population;total / '000;;;487;500;512;521;532;540;549;560;589;559;563;575;;;
NL10 approx.;Apeldoorn (SG);1554;Total population;total / number;210027;210552;211819;212576;212948;212729;212551;212063;211738;211992;212379;212777;213199;213424;213663;;
NL08 approx.;Breda (SG);1554;Total population;total / number;296727;299737;302121;304018;305907;308047;310330;311659;312750;314818;316575;318111;320340;322078;323791;;
NL05 approx.;Eindhoven (SG);1554;Total population;total / number;383090;386484;388930;391082;402783;403841;405233;405239;406068;407667;409136;411826;414011;416022;418501;;
NL07 approx.;Groningen (PV);1554;Total population;total / number;562646;566489;570480;572997;574384;575072;574042;573614;573459;574092;576668;579036;580875;581705;582728;;
NL03 approx.;Agglomeratie 's-Gravenhage (CR);1554;Total population;total / number;715300;722387;752038;759778;768002;774499;780186;780207;784405;794009;802746;810849;819646;825018;830237;;
NL09 approx.;Nijmegen (SG);1554;Total population;total / number;268237;270685;271728;273880;275667;276458;277179;278595;279245;280079;281529;282906;283907;285505;287181;;
NL06 approx.;Tilburg (SG);1554;Total population;total / number;279654;282837;284790;285761;287238;287645;288769;289569;290904;292498;294394;295567;296796;298174;300331;;
NL04 approx.;Utrecht (SG);1554;Total population;total / number;535814;541645;549242;558031;564485;570359;577232;585223;592463;598714;606250;634957;640653;647000;653666;;
NL10;Appeldoorn;1554;Total population;total / number;;232141;;;;;233936;;;;;;;;;;
NL08;Breda;1554;Total population;total / number;;361916;;;;;371250;;;;;;;;;;
NL05;Eindhoven;1554;Total population;total / number;;515015;;;;;523442;;;;;;;;;;
NL07;Groningen;1554;Total population;total / number;;530350;;;;;538202;;;;;;;;;;
NL03;Den Haag;1554;Total population;total / number;;739902;;;;;788736;;;;;;;;;;
NL09;Nijmegen;1554;Total population;total / number;;323041;;;;;330659;;;;;;;;;;
NL06;Tilburg;1554;Total population;total / number;;326005;;;;;331722;;;;;;;;;;
NL04;Utrecht;1554;Total population;total / number;;697411;;;;;736986;;;;;;;;;;
PT03 approx.;C?vado;1554;Total population;total / number;389402;393804;397258;399942;402053;404022;405905;407624;408882;409822;410340;410706;410559;409471;;;
PT04 approx.;Baixo Mondego;1554;Total population;total / number;339092;340069;340169;339765;339081;338354;337519;336610;335662;334680;333548;331331;328060;324679;;;
PT03;Braga;1554;Total population;total / number;;240760;;;;;251835;;;;;;;;;;
PT04;Coimbra;1554;Total population;total / number;;263599;;;;;262281;;;;;;;;;;
RS04 approx.;Ðumadija and Western Serbia;1554;Total population;total / number;;;2136881;;;;;;;;;2013388;;;;;
RS03 approx.;Southern and Eastern Serbia;1554;Total population;total / number;;;1753004;;;;;;;;;1551268;;;;;
RS04;Kragujevac;1554;Total population;total / number;;;175802;;;;;;;;;177468;;;;;
RS03;Nið;1554;Total population;total / number;;;250518;;;;;;;;;257867;;;;;
CA02;Montréal;1554;Total population;total / number;;3451027;;;;;3635571;;;;;3824221;;;;;
;Montérégie;1554;Total population;total / number;;;;;;;;;;;;1456743;;;;;
CA02_1;Montréal;1554;Total population;total / number;;;;;;;;;;;;1958257;;;;;
CA02_2;Laval;1554;Total population;total / number;;;;;;;;;;;;403744;;;;;
;Lanaudi?re;1554;Total population;total / number;;;;;;;;;;;;469916;;;;;
;Laurentides;1554;Total population;total / number;;;;;;;;;;;;555614;;;;;
CA02_3 approx.;sum 3 regions;1554;Total population;total / number;;;;;;;;;;;;2482273;;;;;
CA02_3;part of metro;1554;Total population;total / number;;;;;;;;;;;;1462220;;;;;
CA19;Sherbrooke;1554;Total population;total / number;;175950;;;;;191410;;;;;201890;;;;;
CA07;Quebec;1554;Total population;total / number;;686569;;;;;719153;;;;;765706;;;;;
CA26;Saguenay;1554;Total population;total / number;;154938;;;;;156305;;;;;157790;;;;;
CA27;Trois-Rivi?res;1554;Total population;total / number;;137507;;;;;144713;;;;;151773;;;;;
CA19 approx.;Estrie;1554;Total population;total / number;;;;;;;;;;;;312150;;;;;
;Capitale-Nationale;1554;Total population;total / number;;;;;;;;;;;;701204;;;;;
;Chaudi?re-Appalaches;1554;Total population;total / number;;;;;;;;;;;;406401;;;;;
CA07 approx.;approx. Quebec;1554;Total population;total / number;;;;;;;;;;;;1107605;;;;;
CA26 approx.;Saguenay-Lac-Saint-Jean;1554;Total population;total / number;;;;;;;;;;;;273461;;;;;
CA27 approx.;Mauricie;1554;Total population;total / number;;;;;;;;;;;;262340;;;;;
CA04;Ottawa - Gatineau;1554;Total population;total / number;;;;;;;1133633;;;;;1236324;;;;;
CA04_2;Ottawa - Gatineau (partie du Québec / Quebec part);1554;Total population;total / number;;;;;;;286831;;;;;314501;;;;;
CA04_1;Ottawa - Gatineau (Ontario part / partie de l'Ontario);1554;Total population;total / number;;;;;;;846802;;;;;921823;;;;;
CA04_2 approx.;Outaouais;1554;Total population;total / number;;;;;;;;;;;;368181;;;;;
CA04_1 approx.;Ottawa;1554;Total population;total / number;;;;;;;;;;;;1281145;;;;;
;Alberta;1554;Total population;total / number;;;;;;;3290350;;;;;3645257;;;;;
;Airdrie, cy;1554;Total population;total / number;;;;;;;28927;;;;;42564;;;;;
;Brooks, cy;1554;Total population;total / number;;;;;;;12508;;;;;13676;;;;;
;Calgary, cy;1554;Total population;total / number;;;;;;;988812;;;;;1096833;;;;;
;Camrose, cy;1554;Total population;total / number;;;;;;;15630;;;;;17286;;;;;
;Cold Lake, cy;1554;Total population;total / number;;;;;;;11991;;;;;13839;;;;;
;Cypress County, md;1554;Total population;total / number;;;;;;;6709;;;;;7214;;;;;
;Edmonton, cy;1554;Total population;total / number;;;;;;;730372;;;;;812201;;;;;
;Fort Saskatchewan, cy;1554;Total population;total / number;;;;;;;14957;;;;;19051;;;;;
;Grande Prairie, cy;1554;Total population;total / number;;;;;;;47107;;;;;55032;;;;;
;Lacombe, cy;1554;Total population;total / number;;;;;;;10752;;;;;11707;;;;;
;Leduc, cy;1554;Total population;total / number;;;;;;;16967;;;;;24279;;;;;
;Lethbridge, cy;1554;Total population;total / number;;;;;;;74685;;;;;83517;;;;;
;Lloydminster (Part), cy;1554;Total population;total / number;;;;;;;15910;;;;;18032;;;;;
;Medicine Hat, cy;1554;Total population;total / number;;;;;;;56997;;;;;60005;;;;;
;Red Deer, cy;1554;Total population;total / number;;;;;;;83154;;;;;90564;;;;;
;Spruce Grove, cy;1554;Total population;total / number;;;;;;;19541;;;;;26171;;;;;
;St. Albert, cy;1554;Total population;total / number;;;;;;;57764;;;;;61466;;;;;
;Wetaskiwin, cy;1554;Total population;total / number;;;;;;;11689;;;;;12525;;;;;
CA05_2 approx.;Rural Alberta;1554;Total population;total / number;;;;;;;1085878;;;;;1179295;;;;;
CA05_1;Core Calgary;1554;Total population;total / number;;;;;;;1017739;;;;;1139397;;;;;
CA06_1;Core Edmonton;1554;Total population;total / number;;;;;;;839601;;;;;943168;;;;;
CA05;Calgary;1554;Total population;total / number;;951494;;;;;1079310;;;;;1214839;;;;;
CA06;Edmonton;1554;Total population;total / number;;937845;;;;;1034945;;;;;1159869;;;;;
CA05_2;Rural Calgary;1554;Total population;total / number;;;;;;;61571;;;;;75442;;;;;
CA06_2;Rural Edmonton;1554;Total population;total / number;;;;;;;195344;;;;;216701;;;;;
GG01_1;Tbilisi;1554;Total population;total / '000;;1082;1079;1078;1080;1103;1101;1137;1137;1153;1162;1173;1171;1175;;;
GG01_2;Rustavi city;1554;Total population;total / '000;;116;116;115;116;118;118;117;117;120;121;123;123;123;;;
CA06_2 approx.;Rural Alberta;1554;Total population;total / number;;;;;;;1085878;;;;;1179295;;;;;
GG01_2 approx.;Kvemo Kartli;1554;Total population;total / '000;;498;493;491;495;508;508;487;489;500;506;511;511;513;;;
GG01_1;Tbilisi;2485;Total households;total / number;;;305896;;;;;;;;;;;;;;
GG01_2;Rustavi city;2485;Total households;total / number;;;29014;;;;;;;;;;;;;;
GG01_2 approx.;Kvemo Kartli;2485;Total households;total / number;;;124031;;;;;;;;;;;;;;
BL01_1;Minsk City;1554;Total population;total / '000;1683;1690;1699;1710;1722;1745;1759;1776;1795;1814;1844;1864;1885;1901;1922;;
BL01_2 approx.;Minsk oblast;1554;Total population;total / '000;1547;1535;1522;1506;1492;1471;1458;1448;1441;1431;1420;1412;1404;1402;1403;;
BL01_2;Minsk raion;1554;Total population;total / '000;145;147;149;151;153;154;155;157;160;162;164;166;168;171;174;;
BL01_1;Minsk City;2485;Total households;total / number;;;;;;;;;;734191;;;;;;;
BL01_2 approx.;Minsk oblast;2485;Total households;total / number;;;;;;;;;;575406;;;;;;;
BL01_2;Minsk raion;2485;Total households;total / number;;;;;;;;;;57049;;;;;;;
KK01_1;Almaty city;1554;Total population;total / '000;1139;1153;1169;1186;1210;1237;1266;1298;1330;1363;1392;1415;1452;1476;;;
KK01_2 approx.;Almaty oblast;1554;Total population;total / '000;1562;1575;1589;1607;1632;1662;1694;1731;1767;1805;1837;1874;1910;1947;;;
KK01_2;part of Almaty oblast (in metropolitan);1554;Total population;total / '000;294;303;313;324;336;350;364;379;395;412;427;439;451;466;;;
PU08 approx.;Ancash department;1554;Total population;total / number;1049379;1056484;1063510;1070450;1077295;1084038;1090637;1097098;1103481;1109849;1116265;1122792;1129391;1135962;1142409;;
PU02 approx.;Arequipa department;1554;Total population;total / number;1084725;1100094;1114590;1128454;1141933;1155267;1168238;1180683;1192932;1205317;1218168;1231553;1245251;1259162;1273180;;
PU07 approx.;Cusco department;1554;Total population;total / number;1173757;1185457;1196650;1207423;1217862;1228055;1237955;1247503;1256770;1265827;1274742;1283540;1292175;1300609;1308806;;
PU09 approx.;Junin department;1554;Total population;total / number;1198307;1209950;1221386;1232569;1243455;1253996;1264050;1273648;1283003;1292330;1301844;1311584;1321407;1331253;1341064;;
PU03 approx.;La Libertad department;1554;Total population;total / number;1519967;1544794;1568885;1592392;1615464;1638251;1660535;1682213;1703617;1725075;1746913;1769181;1791659;1814276;1836960;;
PU04 approx.;Lambayeque department;1554;Total population;total / number;1084317;1099245;1113080;1126116;1138651;1150982;1163003;1174519;1185684;1196655;1207589;1218492;1229260;1239882;1250349;;
PU06 approx.;Loreto department;1554;Total population;total / number;847288;862190;876497;890388;904035;917618;931218;944717;957992;970918;983371;995355;1006953;1018160;1028968;;
PU11 approx.;Piura department;1554;Total population;total / number;1609027;1628074;1645795;1662570;1678777;1694797;1710456;1725502;1740194;1754791;1769555;1784551;1799607;1814622;1829496;;
PU05 approx.;Piura department;1554;Total population;total / number;1609027;1628074;1645795;1662570;1678777;1694797;1710456;1725502;1740194;1754791;1769555;1784551;1799607;1814622;1829496;;
PU10 approx.;Tacna department;1554;Total population;total / number;269033;274878;280596;286166;291563;296767;301728;306461;311038;315534;320021;324498;328915;333276;337583;;
PU12 approx.;Ucayali department;1554;Total population;total / number;390261;398941;407027;414704;422158;429576;436967;444209;451284;458177;464875;471351;477616;483708;489664;;
PU02;Arequipa;1554;Total population;total / number;768249;779716;790531;800873;810905;820805;830407;839605;848623;857705;867084;876804;886708;896731;906785;;
PU03;Trujillo;1554;Total population;total / number;731774;747340;762587;777569;792354;807021;821429;835540;849498;863467;877596;891916;906313;920734;935147;;
PU04;Chiclayo;1554;Total population;total / number;662952;674456;685353;695813;706003;716107;726061;735748;745257;754671;764103;773556;782955;792300;801580;;
PU05;Piura;1554;Total population;total / number;412202;419942;427374;434580;441679;448755;455741;462593;469355;476117;482925;489810;496717;503621;510488;;
PU06;Iquitos;1554;Total population;total / number;386666;393355;399770;405988;412095;418168;424247;430268;436185;441939;447467;452757;457865;462783;467493;;
PU07;Cusco;1554;Total population;total / number;330015;337325;344522;351660;358739;365793;372836;379823;386764;393679;400582;407488;414375;421202;427974;;
PU08;Chimbote;1554;Total population;total / number;315101;318558;322010;325443;328861;332262;335627;338956;342279;345606;348958;352351;355777;359203;362598;;
PU09;Huancayo;1554;Total population;total / number;325524;329563;333417;337057;340472;343645;346516;349106;351472;353664;355741;357718;359550;361221;362716;;
PU10;Tacna;1554;Total population;total / number;187212;189105;190685;191922;192799;193311;193432;193186;192629;191822;190819;189654;188407;186876;185187;;
PU11;Sullana;1554;Total population;total / number;181780;184405;186876;189237;191530;193796;196018;198164;200262;202344;204435;206548;208660;210758;212834;;
PU12;Pucallpa;1554;Total population;total / number;89516;91503;93355;95109;96811;98501;100186;101834;103441;105003;106521;107985;109398;110769;112106;;
RU01_1;Moscow city;1554;Total population;total / number;;;10382754;;;;;;;;11503501;;;;;;
RU01_2;Moscow oblast;1554;Total population;total / number;;;6618538;;;;;;;;7095120;;;;;;
RU02_2 approx.;Leningrad oblast;1554;Total population;total / number;;;1669205;;;;;;;;1716868;;;;;;
RU02_2;part of metro;1554;Total population;total / number;;;767397;;;;;;;;838016;;;;;;
RU02_1;Saint Petersburg;1554;Total population;total / number;;;4661219;;;;;;;;4879566;;;;;;
RU03 approx.;????????????? ???????;1554;Total population;total / number;;;2692251;;;;;;;;2665911;;;;;;
RU03;Novosibirsk;1554;Total population;total / number;;;1819952;;;;;;;;1883999;;;;;;
RU04 approx.;????????????? ???????;1554;Total population;total / number;;;3524028;;;;;;;;3310597;;;;;;
RU05 approx.;???????????? ???????;1554;Total population;total / number;;;4486214;;;;;;;;4297747;;;;;;
RU06 approx.;????????? ???????;1554;Total population;total / number;;;3239737;;;;;;;;3215532;;;;;;
RU07 approx.;?????? ???????;1554;Total population;total / number;;;2079220;;;;;;;;1977665;;;;;;
RU08 approx.;?????????? ?????????;1554;Total population;total / number;;;3779265;;;;;;;;3786488;;;;;;
RU09 approx.;??????????? ???????;1554;Total population;total / number;;;3603339;;;;;;;;3476217;;;;;;
RU10 approx.;?????????? ???????;1554;Total population;total / number;;;4404013;;;;;;;;4277976;;;;;;
RU11 approx.;?????????? ????????????;1554;Total population;total / number;;;4104336;;;;;;;;4072292;;;;;;
RU12 approx.;????????????? ???????;1554;Total population;total / number;;;2699223;;;;;;;;2610161;;;;;;
RU13 approx.;???????? ????;1554;Total population;total / number;;;2819421;;;;;;;;2635276;;;;;;
RU14 approx.;???????????? ????;1554;Total population;total / number;;;2966042;;;;;;;;2828187;;;;;;
RU15 approx.;??????????? ???????;1554;Total population;total / number;;;2378803;;;;;;;;2335380;;;;;;
RU16 approx.;??????????? ???????;1554;Total population;total / number;;;2668310;;;;;;;;2521892;;;;;;
RU17 approx.;????????? ???????;1554;Total population;total / number;;;3239737;;;;;;;;3215532;;;;;;
RU18 approx.;????????????? ????;1554;Total population;total / number;;;5125221;;;;;;;;5226647;;;;;;
RU19 approx.;?????????? ??????????;1554;Total population;total / number;;;1570316;;;;;;;;1521420;;;;;;
RU20 approx.;??????????? ???????;1554;Total population;total / number;;;1382811;;;;;;;;1292799;;;;;;
RU21 approx.;??????????? ???????;1554;Total population;total / number;;;1367398;;;;;;;;1272468;;;;;;
RU22 approx.;????????? ???????;1554;Total population;total / number;;;3264841;;;;;;;;3395755;;;;;;
RU23 approx.;????????? ????;1554;Total population;total / number;;;2607426;;;;;;;;2419755;;;;;;
RU24 approx.;??????????? ????;1554;Total population;total / number;;;1436570;;;;;;;;1343869;;;;;;
RU25 approx.;?????????? ????;1554;Total population;total / number;;;2071210;;;;;;;;1956497;;;;;;
RU26 approx.;????????? ???????;1554;Total population;total / number;;;2581705;;;;;;;;2428750;;;;;;
RU04;Nizhniy Novgorod;1554;Total population;total / number;;;1792940;;;;;;;;1873265;;;;;;
RU05;Yekaterinburg;1554;Total population;total / number;;;1340465;;;;;;;;1383179;;;;;;
RU06;Samara;1554;Total population;total / number;;;1418594;;;;;;;;1403138;;;;;;
RU07;Omsk;1554;Total population;total / number;;;1134016;;;;;;;;1154116;;;;;;
RU08;Kazan;1554;Total population;total / number;;;1105306;;;;;;;;1143535;;;;;;
RU09;Chelyabinsk ;1554;Total population;total / number;;;1077174;;;;;;;;1130132;;;;;;
RU10;Rostov;1554;Total population;total / number;;;1384384;;;;;;;;1426041;;;;;;
RU11;Ufa;1554;Total population;total / number;;;1049479;;;;;;;;1071640;;;;;;
RU12;Volgograd ;1554;Total population;total / number;;;1335641;;;;;;;;1348304;;;;;;
RU13;Perm;1554;Total population;total / number;;;1001653;;;;;;;;991162;;;;;;
RU14;Krasnojarsk ;1554;Total population;total / number;;;909341;;;;;;;;973826;;;;;;
RU15;Voronez ;1554;Total population;total / number;;;928410;;;;;;;;975373;;;;;;
RU16;Saratov ;1554;Total population;total / number;;;1108722;;;;;;;;1084096;;;;;;
RU17;Tolyatti ;1554;Total population;total / number;;;702879;;;;;;;;719632;;;;;;
RU18;Krasnodar ;1554;Total population;total / number;;;791354;;;;;;;;832532;;;;;;
RU19;Izhevsk ;1554;Total population;total / number;;;632140;;;;;;;;627734;;;;;;
RU20;Uljanovsk ;1554;Total population;total / number;;;657498;;;;;;;;637564;;;;;;
RU21;Yaroslavl ;1554;Total population;total / number;;;613088;;;;;;;;591486;;;;;;
RU22;Tyumen;1554;Total population;total / number;;;564180;;;;;;;;604816;;;;;;
RU23;Barnaul ;1554;Total population;total / number;;;667646;;;;;;;;670332;;;;;;
RU24;Khabarovsk ;1554;Total population;total / number;;;583072;;;;;;;;577441;;;;;;
RU25;Vladivostok (?. ??????????? ?…);1554;Total population;total / number;;;620689;;;;;;;;616807;;;;;;
RU26;Irkutsk (?. ???????);1554;Total population;total / number;;;593604;;;;;;;;587891;;;;;;
TW06_1;Chiayi city;1554;Total population;total / number;265109;266183;267993;267907;269594;270341;271701;272364;273075;273793;273861;272390;271526;271220;270872;;
;Shuishang distict;1554;Total population;total / number;55170;55395;55411;55724;55483;55276;54533;54061;53498;53130;52562;52274;51793;51497;51289;;
;Zhongpu (Jhongpu) distict;1554;Total population;total / number;48365;48435;48301;48452;48340;48157;48069;48219;48039;47840;47790;47579;47291;47025;46694;;
TW06_2;part of metro;1554;Total population;total / number;103535;103830;103712;104176;103823;103433;102602;102280;101537;100970;100352;99853;99084;98522;97983;;
TW06_2 approx.;Chiayi County;1554;Total population;total / number;562662;562305;563365;562394;560410;557903;557101;553841;551345;548731;547716;543248;537942;533723;529229;;
TW06_1;Chiayi city;2485;Total households;total / number;78423;79716;81262;82444;84429;86261;88011;89385;91065;93138;94513;95152;96043;97018;97643;;
;Shuishang distict;2485;Total households;total / number;15762;16238;16426;16673;16825;17045;16936;17026;17079;17218;17246;17410;17448;17608;17769;;
;Zhongpu (Jhongpu) distict;2485;Total households;total / number;12742;13008;13153;13336;13524;13731;13959;14263;14519;14759;15071;15289;15539;15756;15916;;
TW06_2;part of metro;2485;Total households;total / number;28504;29246;29579;30009;30349;30776;30895;31289;31598;31977;32317;32699;32987;33364;33685;;
TW06_2 approx.;Chiayi County;2485;Total households;total / number;152102;155269;157448;158808;160342;162699;164911;166879;168916;171645;174312;176398;177906;179676;180652;;
UK01_1;Kiev city;1554;Total population;total / '000;2599;2599;2600;2612;2629;2656;2683;2708;2730;2755;2774;2788;2803;2834;2857;;
