RegionCode;Region/CityName;CountryName;CountryCode;ProductID;ProductName;Unit;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
BR12;Brazil;Goiânia metro;BR;2667;Commercial Vehicles in Use;number;;;101929;104472;109136;114432;120194;129631;143143;156331;172608;189459;205712;222475;237089;;
BR12;Brazil;Goiânia metro;BR;2668;Motorcycles and Mopeds in Use;number;;;121942;137023;152498;172620;196205;228159;265364;292679;322673;357489;383632;407206;429370;;
BR13;Brazil;Campinas metro;BR;2666;Passenger cars in use;number;;;645732;678582;716876;761926;812254;873910;930364;989852;1058590;1127792;1199092;1267035;1318365;;
BR13;Brazil;Campinas metro;BR;2667;Commercial Vehicles in Use;number;;;129173;133852;140702;148904;158291;171058;186703;202484;225217;250712;274661;296698;313623;;
BR13;Brazil;Campinas metro;BR;2668;Motorcycles and Mopeds in Use;number;;;114955;130416;147625;169211;198034;236920;266788;283525;305517;332078;349426;362077;373036;;
BR14;Brazil;São Luís metro;BR;2666;Passenger cars in use;number;;;72735;78300;83488;91244;101800;114243;126734;141282;158856;173594;187836;199036;208887;;
BR14;Brazil;São Luís metro;BR;2667;Commercial Vehicles in Use;number;;;24129;25344;26522;28306;30620;33643;37557;42746;49689;57650;64092;69216;74092;;
BR14;Brazil;São Luís metro;BR;2668;Motorcycles and Mopeds in Use;number;;;15019;17884;21242;25590;30437;38522;47605;56690;70358;89161;102606;114594;126596;;
BR15;Brazil;Maceió metro;BR;2666;Passenger cars in use;number;;;85083;89406;92823;97853;104452;112626;121028;131649;144287;155873;168132;178771;188250;;
BR15;Brazil;Maceió metro;BR;2667;Commercial Vehicles in Use;number;;;20378;21609;22791;24071;25549;27165;28921;31388;35519;40191;43976;47498;51223;;
BR15;Brazil;Maceió metro;BR;2668;Motorcycles and Mopeds in Use;number;;;12305;15841;17813;19982;21915;24984;30041;35676;42146;49970;57538;64244;70833;;
BR16;Brazil;Natal metro;BR;2666;Passenger cars in use;number;;;114213;119864;125891;131538;140748;152937;165545;177942;190838;202400;215656;275374;290089;;
BR16;Brazil;Natal metro;BR;2667;Commercial Vehicles in Use;number;;;27524;28946;30660;32447;34658;37489;41042;44733;49293;53534;58162;72409;78547;;
BR16;Brazil;Natal metro;BR;2668;Motorcycles and Mopeds in Use;number;;;25993;29021;32459;36670;42012;50992;61869;71724;85243;97768;107373;130662;140674;;
BR17;Brazil;Campo Grande metro;BR;2666;Passenger cars in use;number;;;32298;34434;36571;38891;42330;46257;50144;54621;60504;66371;71895;79817;85487;;
BR17;Brazil;Campo Grande metro;BR;2667;Commercial Vehicles in Use;number;;;11501;12193;12933;13783;14648;15666;16622;17724;19141;20929;22462;25089;26684;;
BR17;Brazil;Campo Grande metro;BR;2668;Motorcycles and Mopeds in Use;number;;;16887;19369;21537;24240;27667;32269;38729;44641;50512;56773;62335;70287;74112;;
BR18;Brazil;Teresina metro;BR;2666;Passenger cars in use;number;;;72479;77270;81564;86517;93858;102666;112958;125341;139946;152716;166433;179191;191893;;
BR18;Brazil;Teresina metro;BR;2667;Commercial Vehicles in Use;number;;;26887;28144;29752;31331;33252;35352;38128;41829;46054;50552;55234;60532;65711;;
BR18;Brazil;Teresina metro;BR;2668;Motorcycles and Mopeds in Use;number;;;30218;36652;42746;49725;58837;70859;87778;106489;132494;159370;180225;203624;223199;;
BR19;Brazil;João Pessoa metro;BR;2666;Passenger cars in use;number;;;91012;96041;100440;106305;114637;125457;136328;148790;163775;176972;190170;215771;228565;;
BR19;Brazil;João Pessoa metro;BR;2667;Commercial Vehicles in Use;number;;;20042;20623;21274;22252;23903;26104;28630;31686;36206;40998;45567;53216;58358;;
BR19;Brazil;João Pessoa metro;BR;2668;Motorcycles and Mopeds in Use;number;;;16673;20615;24107;27459;31778;39192;50452;60753;74334;89901;99950;116072;124397;;
BR20;Brazil;São José dos Campos metro;BR;2666;Passenger cars in use;number;;;382148;399816;418811;440045;458775;488461;525227;569362;616483;660509;705890;772691;809292;;
BR20;Brazil;São José dos Campos metro;BR;2667;Commercial Vehicles in Use;number;;;72127;75318;78385;81994;85705;91689;99606;109604;121511;134823;147806;167635;178994;;
BR20;Brazil;São José dos Campos metro;BR;2668;Motorcycles and Mopeds in Use;number;;;78499;87251;96750;109801;124437;146770;170798;188948;207583;224985;240129;260350;272631;;
BR21;Brazil;Ribeirão Preto metro;BR;2666;Passenger cars in use;number;;;180515;189193;198066;207945;219088;234495;252952;272713;300801;318236;335001;402374;417130;;
BR21;Brazil;Ribeirão Preto metro;BR;2667;Commercial Vehicles in Use;number;;;40674;42097;43743;45703;48293;52574;57529;62597;71729;79425;86968;109356;115057;;
BR21;Brazil;Ribeirão Preto metro;BR;2668;Motorcycles and Mopeds in Use;number;;;48756;53833;59762;67012;76909;89017;100242;109879;122873;134398;143375;175385;182399;;
BR22;Brazil;Sorocaba metro;BR;2666;Passenger cars in use;number;;;305363;321165;338763;358247;380171;405104;435708;470838;515508;560536;603281;647856;682871;;
BR22;Brazil;Sorocaba metro;BR;2667;Commercial Vehicles in Use;number;;;70266;72889;75978;79842;84503;90354;97991;106826;119212;133978;147071;160503;171835;;
BR22;Brazil;Sorocaba metro;BR;2668;Motorcycles and Mopeds in Use;number;;;65511;73700;83447;95657;113118;130824;148937;161956;178442;198147;212040;224260;234195;;
BR23;Brazil;Aracaju metro;BR;2666;Passenger cars in use;number;;;100956;106167;95599;100223;106839;115643;123988;136296;148029;158816;170161;180588;190359;;
BR23;Brazil;Aracaju metro;BR;2667;Commercial Vehicles in Use;number;;;25475;26416;19099;20182;21578;23208;25165;27458;30964;34526;37989;41273;44593;;
BR23;Brazil;Aracaju metro;BR;2668;Motorcycles and Mopeds in Use;number;;;39393;44932;21899;24408;27696;32570;39514;47864;57080;65960;72133;77997;83145;;
BR24;Brazil;Cuiabá metro;BR;2666;Passenger cars in use;number;;;100190;106615;114555;123912;131855;143142;158804;178323;198508;216250;231306;247874;262353;;
BR24;Brazil;Cuiabá metro;BR;2667;Commercial Vehicles in Use;number;;;37817;39954;43497;46853;49083;52070;57079;62568;69728;77138;84016;92852;100279;;
BR24;Brazil;Cuiabá metro;BR;2668;Motorcycles and Mopeds in Use;number;;;29701;34855;41044;49959;58196;68988;84952;98384;112464;128175;141194;152869;165265;;
BR25;Brazil;Londrina metro;BR;2666;Passenger cars in use;number;;;165989;176097;187155;198442;206595;218580;232874;249482;268168;287164;310022;330088;350035;;
BR25;Brazil;Londrina metro;BR;2667;Commercial Vehicles in Use;number;;;45168;47510;50358;53412;55353;58581;62189;66283;71108;77856;84735;90922;96702;;
BR25;Brazil;Londrina metro;BR;2668;Motorcycles and Mopeds in Use;number;;;48812;55631;62759;70045;78160;88860;99197;106210;114048;121761;128080;133446;137921;;
BR26;Brazil;Vitória metro;BR;2666;Passenger cars in use;number;;;205709;217312;232170;249146;269743;296181;322436;353276;377879;400796;425618;448562;469069;;
BR26;Brazil;Vitória metro;BR;2667;Commercial Vehicles in Use;number;;;53536;56859;60728;65647;71970;79769;88054;96311;105861;115966;126119;136401;146610;;
BR26;Brazil;Vitória metro;BR;2668;Motorcycles and Mopeds in Use;number;;;31205;35856;41042;46970;54515;67916;86527;98551;112440;126692;137428;145607;153414;;
GT01;Guatemala;Guatemala City;GT;2000;For estimating: Total motor vehicles;number;;;;;;627166;730342;843610;923063;981937;1039704;1093241;;1220058;;;
BU;Bulgaria;Total;BU;2666;Passenger cars in use;number;;;;;;;;2081517;2366196;2502020;2602400;2694821;2806814;;;;
BU;Bulgaria;Total;BU;2668;Motorcycles and Mopeds in Use;number;;;;;;;;90318;106911;117595;125371;131818;139812;;;;
BU;Bulgaria;Total;BU;2667;Commercial Vehicles in Use;number;;;;;;;;284581;323783;342256;357324;370662;389817;410751;434915;;
GT02 approx.;Guatemala;Quezaltenango;GT;2000;For estimating: Total motor vehicles;number;;;;;;75774;90969;109737;124892;135701;145871;156400;;176159;;;
GT03 approx.;Guatemala;Escuintla;GT;2000;For estimating: Total motor vehicles;number;;;;;;50464;67886;85563;99265;108840;119885;131079;;157340;;;
GT04 approx.;Guatemala;Chimaltenango;GT;2000;For estimating: Total motor vehicles;number;;;;;;21815;27691;35151;41613;46655;51967;58031;;70202;;;
KY;Kenya;Total;KY;2000;For estimating: Total motor vehicles;number;;;;;711142;749680;819444;896572;1009438;1221083;1417539;1616745;1789789;2011972;;;
KY;Kenya;Total;KY;2001;For estimating: Share of passenger cars to total;number;;;;;21491;24374;27460;42008;43433;44529;53718;42225;52847;65005;;;
KY;Kenya;Total;KY;2003;For estimating: share of motorcycles to total;number;;;;;4136;4494;7325;17365;52116;91151;117266;140215;93970;128161;;;
KY;Kenya;Total;KY;2002;For estimating: Share of commercial to total;number;;;;;14780;14382;10801;22057;22123;18697;16763;14802;17482;21686;;;
KW;#N/A;Kuwait;KW;2000;For estimating: Total motor vehicles;number;801555;851091;916274;954978;1042617;1134042;1215745;1293308;1353390;1414925;1477769;1554737;1644314;1748424;;;
KW01;#N/A;Kuwait;KW;2000;For estimating: Total motor vehicles;number;;;;;;955339;1029756;1056397;1058346;1110478;1150191;1184542;1256083;1390633;;;
MO;Morocco;Total;MO;2000;For estimating: Total motor vehicles;number;;;1760774;;;;2146621;2284060;2436204;2624858;2791004;2954073;3124402;3286421;3437948;;
MO;Morocco;Total;MO;2668;Motorcycles and Mopeds in Use;number;;;20695;;21107;;24130;25377;26821;28784;31353;33765;36141;38792;41101;;
NG01;Nigeria;Lagos;NG;2000;For estimating: Total motor vehicles;;;219919;288399;207592;203523;235248;303182;553658;653954;693218;;;;;;;
CA;Canada;Total;CA;2668;Motorcycles and Mopeds in Use;number;311275;318330;350088;373362;408822;443718;484903;522433;566894;594866;616280;631097;661452;672428;688204;;
R081;Canada;Newfoundland and Labrador;CA;2668;Motorcycles and Mopeds in Use;number;3719;3705;3985;4303;4702;5250;6194;7460;9054;11176;12504;13951;14369;14760;15076;;
R086;Canada;Prince Edward Island;CA;2668;Motorcycles and Mopeds in Use;number;1014;1020;1107;1270;1451;1622;1912;2165;2534;2887;3270;3330;3400;3288;3162;;
R083;Canada;Nova Scotia;CA;2668;Motorcycles and Mopeds in Use;number;9116;7318;7905;6826;8608;10407;12156;13528;16314;15820;17790;18327;19566;18563;18957;;
R080;Canada;New Brunswick;CA;2668;Motorcycles and Mopeds in Use;number;9364;9854;11079;11492;12683;13677;15869;16518;17708;19399;21086;19594;22380;21406;21122;;
R087;Canada;Quebec;CA;2668;Motorcycles and Mopeds in Use;number;109883;117235;127308;137788;152118;165329;174797;180836;182682;182638;179770;182484;189704;193853;200849;;
R087;Canada;Quebec;CA;2666;Passenger cars in use;number;2767648;2808680;2861596;2934339;2982405;3006496;3033977;3065745;3104416;3135182;3147494;3128857;3125636;3124763;3105179;;
R087;Canada;Quebec;CA;2667;Commercial Vehicles in Use;number;1225684;1251724;1287018;1346872;1397141;1444718;1497445;1562587;1615599;1686444;1789738;1871368;1951114;2035315;2096624;;
R085;Canada;Ontario;CA;2668;Motorcycles and Mopeds in Use;number;83955;96110;107530;112567;119633;128143;140875;153441;168125;181305;190694;198242;209412;211294;213283;;
R079;Canada;Manitoba;CA;2668;Motorcycles and Mopeds in Use;number;3257;5142;7234;7930;8294;8813;9775;10891;12140;12974;13689;14712;16377;17186;18089;;
R088;Canada;Saskatchewan;CA;2668;Motorcycles and Mopeds in Use;number;6520;4154;4344;5132;5549;5578;6263;6759;7945;8629;11149;13766;12799;11646;10775;;
R077;Canada;Alberta;CA;2668;Motorcycles and Mopeds in Use;number;36669;44386;49170;53232;58646;63496;71119;81695;95530;102778;106672;107284;112255;116605;122175;;
R077;Canada;Alberta;CA;2666;Passenger cars in use;number;;;;1066992;1085492;1120980;1158691;1198833;1203028;1194421;1175869;1170481;1172129;1172618;1172011;;
R077;Canada;Alberta;CA;2667;Commercial Vehicles in Use;;;;;1203764;1258781;1343976;1450641;1550446;1612983;1660048;1734640;1833457;1953420;2071979;2186799;;
R078;Canada;British Columbia;CA;2668;Motorcycles and Mopeds in Use;number;46998;28687;29560;31958;36115;40236;44717;47810;53396;55679;57906;57606;59239;61883;62770;;
R089;Canada;Yukon;CA;2668;Motorcycles and Mopeds in Use;number;428;363;482;448;533;615;653;718;785;862;988;991;1026;1060;1081;;
R082;Canada;Northwest Territories;CA;2668;Motorcycles and Mopeds in Use;number;332;323;343;371;440;506;514;564;636;671;712;751;853;804;794;;
R084;Canada;Nunavut;CA;2668;Motorcycles and Mopeds in Use;number;23;33;35;41;44;43;53;45;40;42;50;59;72;80;71;;
CA26 approx.;#N/A;#N/A;#N/A;2666;Passenger cars in use;number;98464;99378;100492;102051;103280;103978;104768;105765;107398;107531;107345;106415;106142;105235;103934;;
CA26 approx.;#N/A;#N/A;#N/A;2667;Commercial Vehicles in Use;number;63753;64728;66075;68089;69430;70518;72842;75390;77665;80900;85749;89593;92856;95743;97398;;
CA26 approx.;#N/A;#N/A;#N/A;2668;Motorcycles and Mopeds in Use;number;5086;5333;5561;5803;6082;6397;6390;6499;6114;5560;5346;5282;5965;6204;6354;;
CA27 approx.;#N/A;#N/A;#N/A;2666;Passenger cars in use;number;103982;104623;106394;108199;109814;110992;111757;113022;114068;114667;114587;113286;113279;112784;111911;;
CA27 approx.;#N/A;#N/A;#N/A;2667;Commercial Vehicles in Use;number;50014;50724;52036;53268;54051;54832;56387;58322;60003;62591;66040;68353;71061;73893;74992;;
CA27 approx.;#N/A;#N/A;#N/A;2668;Motorcycles and Mopeds in Use;number;4518;4754;5180;5583;6209;6717;7031;7424;7793;7435;7322;7282;7926;8251;8471;;
CA19 approx.;Canada;Sherbrooke;CA;2666;Passenger cars in use;number;116955;119676;122372;125797;127720;128956;130082;130957;133013;134125;134752;134079;134761;135391;134310;;
CA19 approx.;Canada;Sherbrooke;CA;2667;Commercial Vehicles in Use;number;50714;51714;53241;55943;57917;59447;61035;63039;64463;66641;70195;73229;76123;79327;81841;;
CA19 approx.;Canada;Sherbrooke;CA;2668;Motorcycles and Mopeds in Use;number;5320;5689;6158;6822;7793;8484;8830;9432;9516;9089;8817;8818;9893;10333;10496;;
CA02_1;Canada;Montreal;CA;2666;Passenger cars in use;number;573942;578016;584201;594776;595578;592464;591653;591505;589387;591272;586187;575777;568786;566858;562535;;
CA02_1;Canada;Montreal;CA;2667;Commercial Vehicles in Use;number;191531;196841;202325;212407;220599;230165;236136;244703;251587;258963;266276;278068;289380;302976;315479;;
CA02_1;Canada;Montreal;CA;2668;Motorcycles and Mopeds in Use;number;10538;11205;11885;12700;13768;14756;15550;16356;17193;17063;16905;17618;18959;19724;20433;;
CA02_2;Canada;Montreal;CA;2666;Passenger cars in use;number;145352;148321;151731;155500;157884;158858;160617;162460;164623;166658;168582;168594;168394;168297;167791;;
CA02_2;Canada;Montreal;CA;2667;Commercial Vehicles in Use;number;48053;49600;51527;54513;57715;60416;63121;66002;69023;72437;80017;84026;88339;93090;95984;;
CA02_2;Canada;Montreal;CA;2668;Motorcycles and Mopeds in Use;number;3631;3962;4235;4665;5252;5759;5817;5920;5994;5727;5510;5639;6094;6314;6489;;
CA04_2 approx.;Canada;Ottawa - Gatineau;CA;2666;Passenger cars in use;number;113066;116855;119777;123370;127038;129098;130936;133408;136432;138633;140078;140148;139750;140096;139619;;
CA04_2 approx.;Canada;Ottawa - Gatineau;CA;2667;Commercial Vehicles in Use;number;61807;64169;66477;70141;73076;75528;78565;81405;84261;88491;93967;97886;101371;104706;107316;;
CA04_2 approx.;Canada;Ottawa - Gatineau;CA;2668;Motorcycles and Mopeds in Use;number;3505;3966;4553;5323;6270;6921;7240;7687;7878;7734;7515;7634;8261;8361;8384;;
CA02_3 approx.;Canada;Montreal;CA;2666;Passenger cars in use;number;895522;916897;939671;970473;996451;1013680;1031392;1049483;1071489;1083999;1093859;1094442;1100086;1104184;1102992;;
CA02_3 approx.;Canada;Montreal;CA;2667;Commercial Vehicles in Use;number;390549;399039;412313;434632;455769;473773;494078;517876;536387;561223;595448;625770;652619;681613;701953;;
CA02_3 approx.;Canada;Montreal;CA;2668;Motorcycles and Mopeds in Use;number;37206;40394;44963;50056;56916;62297;64537;67402;68994;66220;64146;64643;70744;72947;74697;;
CA07 approx.;Canada;Quebec;CA;2666;Passenger cars in use;number;426522;435011;445159;456454;462967;465201;467318;470839;475864;479188;482712;478704;476965;475847;470426;;
CA07 approx.;Canada;Quebec;CA;2667;Commercial Vehicles in Use;number;170930;174087;178802;185774;191770;198362;206437;217830;228271;241993;263633;278376;292568;307753;319384;;
CA07 approx.;Canada;Quebec;CA;2668;Motorcycles and Mopeds in Use;number;18038;19379;20933;22818;25011;26542;27023;28093;27907;26071;25227;25571;28686;29854;30055;;
PH;Philippines;Total;PH;2001;For estimating: Share of passenger cars to total;%;;;;;;;;;;;;;;;40;;
PH;Philippines;Total;PH;2002;For estimating: Share of commercial to total;%;;;;;;;;;;;;;;;5;;
PH;Philippines;Total;PH;2003;For estimating: share of motorcycles to total;%;;;;;;;;;;;;;;;55;;
PH;Philippines;Total;PH;2666;Passenger cars in use;number;;;;;;;;2539662;2555162;2644839;2770591;2860833;2934065;3008730;;;
CL;Chile;Total;CL;2668;Motorcycles and Mopeds in Use;number;27284;26318;24761;24315;22870;27741;40689;63257;87545;96213;102314;112806;133640;148455;167876;;
CL;Chile;Total;CL;2666;Passenger cars in use;number;1209968;1247985;1317521;1346116;1428778;1532231;1640913;1741349;1863658;1939717;2103783;2296290;2513582;2719633;2925815;;
CL;Chile;Total;CL;2667;Commercial Vehicles in Use;number;690586;704965;802141;807128;828992;866543;898639;939980;985099;1011880;1071748;1139187;1213266;1274893;1346212;;
CL08;Chile;Iquique;CL;2668;Motorcycles and Mopeds in Use;number;;;;;;;;;1002;1037;1126;1282;1501;1657;1749;;
CL08;Chile;Iquique;CL;2666;Passenger cars in use;number;;;;;;;;;52994;58360;63914;69424;75242;81119;83601;;
CL08;Chile;Iquique;CL;2667;Commercial Vehicles in Use;number;;;;;;;;;14001;14273;15278;16444;18414;18041;18757;;
R098;Chile;Antofagasta;CL;2668;Motorcycles and Mopeds in Use;number;;501;861;593;592;865;1109;1379;1656;1782;1880;1796;2430;2854;3242;;
R098;Chile;Antofagasta;CL;2666;Passenger cars in use;number;;40534;42331;40765;44030;47718;53762;58801;64111;65634;73393;74855;90042;99184;100644;;
R098;Chile;Antofagasta;CL;2667;Commercial Vehicles in Use;number;;30688;37543;32889;33773;36142;39121;41188;42720;43657;46834;47806;55057;58402;56880;;
CL03;Chile;Antofagasta;CL;2668;Motorcycles and Mopeds in Use;number;;;;;;;;;1042;1118;1203;1100;1628;1900;2138;;
CL03;Chile;Antofagasta;CL;2666;Passenger cars in use;number;;;;;;;;;40821;42047;46978;46120;59101;64757;65774;;
CL03;Chile;Antofagasta;CL;2667;Commercial Vehicles in Use;number;;;;;;;;;25637;25961;26617;26770;32555;34496;34866;;
R101;Chile;Atacama;CL;2668;Motorcycles and Mopeds in Use;number;;330;367;352;313;365;502;664;996;1101;1096;1397;1687;1960;2226;;
R101;Chile;Atacama;CL;2666;Passenger cars in use;number;;17098;17974;18491;19268;21149;22674;24447;26505;28486;30667;34671;41103;45413;47895;;
R101;Chile;Atacama;CL;2667;Commercial Vehicles in Use;number;;16382;19337;43406;20556;20754;22032;22544;25004;25576;26943;29710;33933;35032;36690;;
R103;Chile;Coquimbo;CL;2668;Motorcycles and Mopeds in Use;number;;678;678;648;583;682;1057;1734;2679;2902;3063;3419;4419;5263;6045;;
R103;Chile;Coquimbo;CL;2666;Passenger cars in use;number;;34326;37765;38932;42870;45641;47604;52552;59197;63711;71431;81170;92415;104969;113671;;
R103;Chile;Coquimbo;CL;2667;Commercial Vehicles in Use;number;;29179;34927;35610;36298;39643;42115;44458;45843;48866;50867;56476;60725;63762;67245;;
R110;Chile;Valparaiso;CL;2668;Motorcycles and Mopeds in Use;number;;2992;2854;2188;1847;2096;2840;4240;6533;7567;8086;8728;10430;12161;14221;;
R110;Chile;Valparaiso;CL;2666;Passenger cars in use;number;;149149;162471;165012;169770;180397;180265;186497;199941;210405;219253;240849;262672;292882;312780;;
R110;Chile;Valparaiso;CL;2667;Commercial Vehicles in Use;number;;71948;85479;86924;86585;88400;87911;89858;93312;97305;100054;107099;113212;123950;134024;;
R104;Chile;Libertador General Bernardo O'Higgins;CL;2668;Motorcycles and Mopeds in Use;number;;1552;1455;1362;1108;1391;1555;2475;3828;4547;5193;5946;7452;8005;9327;;
R104;Chile;Libertador General Bernardo O'Higgins;CL;2666;Passenger cars in use;number;;61103;64477;64945;65958;73753;76534;80488;88663;92512;101926;111795;123833;131619;142655;;
R104;Chile;Libertador General Bernardo O'Higgins;CL;2667;Commercial Vehicles in Use;number;;44847;52762;51187;52342;57302;58854;60657;64109;65141;69739;73142;79192;78902;83335;;
R107;Chile;Maule;CL;2668;Motorcycles and Mopeds in Use;number;;1687;1689;1698;1477;1694;2096;2931;4731;5695;6875;7971;10209;11993;13586;;
R107;Chile;Maule;CL;2666;Passenger cars in use;number;;57817;60892;63339;63199;68299;76218;83318;91141;94341;116952;124981;139408;148010;162795;;
R107;Chile;Maule;CL;2667;Commercial Vehicles in Use;number;;54084;58856;62349;61720;63497;67564;72000;80480;82874;91682;99579;102355;109899;116816;;
R102;Chile;Bio-Bio;CL;2668;Motorcycles and Mopeds in Use;number;;2352;2113;2083;1810;2195;2942;3721;5863;6904;9256;10976;13693;15789;17552;;
R102;Chile;Bio-Bio;CL;2666;Passenger cars in use;number;;105228;110813;115640;122581;132279;148156;158916;169539;177078;194802;219215;240213;262789;282510;;
R102;Chile;Bio-Bio;CL;2667;Commercial Vehicles in Use;number;;83848;92574;95219;97966;104474;113454;117972;122127;125003;134340;145641;153643;161433;169569;;
R099;Chile;Araucania;CL;2668;Motorcycles and Mopeds in Use;number;;1265;1105;1077;907;1038;1232;1634;2539;2956;3220;3678;4602;5358;6025;;
R099;Chile;Araucania;CL;2666;Passenger cars in use;number;;44153;46013;47577;49555;53637;54163;58538;62001;64682;71171;77755;85168;95079;103790;;
R099;Chile;Araucania;CL;2667;Commercial Vehicles in Use;number;;41748;43893;45692;47059;49723;50081;52829;53974;55613;59667;64139;68902;73776;78186;;
R097;Chile;Aisen del General Carlos Ibanez del Campo;CL;2668;Motorcycles and Mopeds in Use;number;;85;65;70;52;68;51;79;112;123;113;139;848;334;442;;
R097;Chile;Aisen del General Carlos Ibanez del Campo;CL;2666;Passenger cars in use;number;;5235;5282;5562;5876;6798;8073;8247;9232;10363;11393;12517;18508;15884;17763;;
R097;Chile;Aisen del General Carlos Ibanez del Campo;CL;2667;Commercial Vehicles in Use;number;;6249;6751;7203;7542;8043;8422;7849;8208;8741;9453;9995;12686;11545;12439;;
R106;Chile;Magallanes y de la Antartica Chilena;CL;2668;Motorcycles and Mopeds in Use;number;;148;150;135;121;149;105;189;226;288;306;363;412;528;639;;
R106;Chile;Magallanes y de la Antartica Chilena;CL;2666;Passenger cars in use;number;;24061;25629;25580;27237;29278;30026;29270;30502;32009;33948;36017;36602;40366;42502;;
R106;Chile;Magallanes y de la Antartica Chilena;CL;2667;Commercial Vehicles in Use;number;;9591;11815;11228;15570;12988;13256;12402;13236;13669;14285;14902;15270;17034;17634;;
CL01;Chile;Santiago;CL;2668;Motorcycles and Mopeds in Use;number;;13314;11853;12643;12838;15728;25121;41285;54271;57600;58042;62507;70231;76008;85262;;
R108;Chile;Metropolitana;CL;2668;Motorcycles and Mopeds in Use;number;;13314;11853;12643;12838;15728;25121;41285;54271;57600;58042;62507;70231;76008;85262;;
CL01;Chile;Santiago;CL;2666;Passenger cars in use;number;;599895;622646;633426;686772;734375;789970;835961;883566;907380;968368;1053060;1132384;1207783;1305717;;
R108;Chile;Metropolitana;CL;2666;Passenger cars in use;number;;599895;622646;633426;686772;734375;789970;835961;883566;907380;968368;1053060;1132384;1207783;1305717;;
CL01;Chile;Santiago;CL;2667;Commercial Vehicles in Use;number;;218330;277357;276382;286871;297373;302306;320644;331477;337158;354750;370390;389609;405923;430592;;
R108;Chile;Metropolitana;CL;2667;Commercial Vehicles in Use;number;;218330;277357;276382;286871;297373;302306;320644;331477;337158;354750;370390;389609;405923;430592;;
R111;Chile;Los Rios;CL;2668;Motorcycles and Mopeds in Use;number;;;;;;;;552;824;1025;1179;1362;1697;1937;2225;;
R111;Chile;Los Rios;CL;2666;Passenger cars in use;number;;;;;;;;24204;27094;29043;31842;34953;38086;42082;45428;;
R111;Chile;Los Rios;CL;2667;Commercial Vehicles in Use;number;;;;;;;;18734;20264;21322;22772;24213;25996;27571;28979;;
R100;Chile;Arica-Parinacota;CL;2668;Motorcycles and Mopeds in Use;number;;;;;;;;436;537;630;749;816;933;1011;1123;;
R100;Chile;Arica-Parinacota;CL;2666;Passenger cars in use;number;;;;;;;;28665;30053;32800;36546;39546;44567;48736;51526;;
R100;Chile;Arica-Parinacota;CL;2667;Commercial Vehicles in Use;number;;;;;;;;10861;10796;11643;12039;12550;13365;14238;14702;;
CL07;Chile;Arica;CL;2668;Motorcycles and Mopeds in Use;number;;;;;;;;;519;595;692;762;888;947;1049;;
CL07;Chile;Arica;CL;2666;Passenger cars in use;number;;;;;;;;;28818;31294;34352;37562;42045;45561;47412;;
CL07;Chile;Arica;CL;2667;Commercial Vehicles in Use;number;;;;;;;;;10012;10605;10967;11319;11945;12536;12758;;
R109;Chile;Tarapaca;CL;2668;Motorcycles and Mopeds in Use;number;;;;;;;;857;1027;1066;1171;1341;1560;1731;1832;;
R109;Chile;Tarapaca;CL;2666;Passenger cars in use;number;;;;;;;;53643;56500;61977;67907;74696;80187;86802;89332;;
R109;Chile;Tarapaca;CL;2667;Commercial Vehicles in Use;number;;;;;;;;16471;17344;17788;19050;21171;23080;22803;24052;;
R105;Chile;Los Lagos;CL;2668;Motorcycles and Mopeds in Use;number;;;;;;;;1081;1723;2027;2085;2367;3037;3523;4129;;
R105;Chile;Los Lagos;CL;2666;Passenger cars in use;number;;;;;;;;57802;65613;69296;74184;80210;88394;98035;106807;;
R105;Chile;Los Lagos;CL;2667;Commercial Vehicles in Use;number;;;;;;;;51513;56205;57524;59273;62374;66241;70623;75069;;
CL02;Chile;Valparaíso;CL;2668;Motorcycles and Mopeds in Use;number;;;;;;;;;2742;3344;3610;3730;4517;5046;5944;;
CL02;Chile;Valparaíso;CL;2666;Passenger cars in use;number;;;;;;;;;108581;113896;120597;131502;142003;146233;155091;;
CL02;Chile;Valparaíso;CL;2667;Commercial Vehicles in Use;number;;;;;;;;;37966;39484;40340;42684;45037;46033;47283;;
CL04;Chile;Temuco;CL;2668;Motorcycles and Mopeds in Use;number;;;;;;;;;1234;1408;1476;1730;2156;2387;2650;;
CL04;Chile;Temuco;CL;2666;Passenger cars in use;number;;;;;;;;;33122;33451;35931;39757;43353;47040;50126;;
CL04;Chile;Temuco;CL;2667;Commercial Vehicles in Use;number;;;;;;;;;20833;20913;22082;23970;25105;26460;27668;;
CL05;Chile;Rancagua;CL;2668;Motorcycles and Mopeds in Use;number;;;;;;;;;1587;1930;2082;2404;3065;3428;3972;;
CL05;Chile;Rancagua;CL;2666;Passenger cars in use;number;;;;;;;;;38607;41444;44713;51522;57563;63097;68265;;
CL05;Chile;Rancagua;CL;2667;Commercial Vehicles in Use;number;;;;;;;;;20331;21642;22785;24784;26440;27737;28758;;
CL06;Chile;Concepción;CL;2668;Motorcycles and Mopeds in Use;number;;;;;;;;;2734;3242;4870;5625;6775;7323;7989;;
CL06;Chile;Concepción;CL;2666;Passenger cars in use;number;;;;;;;;;98820;101181;110117;124358;134589;145436;153724;;
CL06;Chile;Concepción;CL;2667;Commercial Vehicles in Use;number;;;;;;;;;51789;50909;53787;59172;61066;62813;64459;;
